Candidate;Population;Fitness
55;Infeasible;-0.08119934364278256
56;Infeasible;-0.025955944507980708
57;Infeasible;-0.051911889015961415
58;Infeasible;-0.025955944507980708
59;Infeasible;-0.025955944507980708
60;Infeasible;-0.04738700213813336
61;Infeasible;-0.04738700213813336
62;Infeasible;-0.04738700213813336
63;Infeasible;-0.025955944507980708
64;Infeasible;-0.04738700213813336
65;Infeasible;-0.04738700213813336
66;Infeasible;-0.04738700213813336
67;Infeasible;-0.025955944507980708
68;Infeasible;-0.025955944507980708
69;Infeasible;-0.025955944507980708
70;Infeasible;-0.10263040127293523
71;Infeasible;-0.025955944507980708
72;Infeasible;-0.08119934364278256
73;Infeasible;-0.04738700213813336
74;Infeasible;-0.04738700213813336
75;Infeasible;-0.03893391676197106
76;Infeasible;-0.025955944507980708
77;Infeasible;-0.08119934364278256
78;Infeasible;-0.025955944507980708
79;Infeasible;-0.10263040127293523
80;Infeasible;-0.025955944507980708
81;Infeasible;-0.04738700213813336
82;Infeasible;-0.10263040127293523
83;Infeasible;-0.04738700213813336
84;Infeasible;-0.07214956988712645
85;Infeasible;-0.025955944507980708
86;Infeasible;-0.10263040127293523
87;Infeasible;-0.025955944507980708
88;Infeasible;-0.04738700213813336
89;Infeasible;-0.025955944507980708
90;Infeasible;-0.04738700213813336
91;Infeasible;-0.025955944507980708
92;Infeasible;-0.025955944507980708
93;Infeasible;-0.10263040127293523
94;Infeasible;-0.04738700213813336
95;Infeasible;-0.025955944507980708
96;Infeasible;-0.025955944507980708
97;Infeasible;-0.04738700213813336
98;Infeasible;-0.04738700213813336
99;Infeasible;-0.06429317289045797
0;Feasible;0.5644477675533576
1;Feasible;0.5644477675533576
2;Feasible;0.5644477675533576
3;Feasible;0.5644477675533576
4;Feasible;0.5644477675533576
5;Feasible;0.5644477675533576
6;Feasible;0.5644477675533576
7;Feasible;0.5644477675533576
8;Feasible;0.5644477675533576
9;Feasible;0.5644477675533576
10;Feasible;0.5644477675533576
11;Feasible;0.5644477675533576
12;Feasible;0.5644477675533576
13;Feasible;0.5644477675533576
14;Feasible;0.5644477675533576
15;Feasible;0.5644477675533576
16;Feasible;0.5644477675533576
17;Feasible;0.5644477675533576
18;Feasible;0.5644477675533576
19;Feasible;0.5644477675533576
20;Feasible;0.5644477675533576
21;Feasible;0.5644477675533576
22;Feasible;0.5644477675533576
23;Feasible;0.5644477675533576
24;Feasible;0.5644477675533576
25;Feasible;0.5644477675533576
26;Feasible;0.5644477675533576
27;Feasible;0.5644477675533576
28;Feasible;0.5644477675533576
29;Feasible;0.5644477675533576
30;Feasible;0.5644477675533576
31;Feasible;0.5644477675533576
32;Feasible;0.5608584231967738
33;Feasible;0.5608584231967738
34;Feasible;0.5608584231967738
35;Feasible;0.5608584231967738
36;Feasible;0.5608584231967738
37;Feasible;0.5608584231967738
38;Feasible;0.5608584231967738
39;Feasible;0.5608584231967738
40;Feasible;0.5608584231967738
41;Feasible;0.5608584231967738
42;Feasible;0.5608584231967738
43;Feasible;0.5608584231967738
44;Feasible;0.5608584231967738
45;Feasible;0.5553369853059295
46;Feasible;0.5553369853059295
47;Feasible;0.5553369853059295
48;Feasible;0.5553369853059295
49;Feasible;0.5553369853059295
50;Feasible;0.5553369853059295
51;Feasible;0.5553369853059295
52;Feasible;0.5553369853059295
53;Feasible;0.5553369853059295
54;Feasible;0.5553369853059295
55;Feasible;0.5553369853059295
56;Feasible;0.5553369853059295
57;Feasible;0.5553369853059295
58;Feasible;0.5553369853059295
59;Feasible;0.5553369853059295
60;Feasible;0.5553369853059295
61;Feasible;0.5553369853059295
62;Feasible;0.5553369853059295
63;Feasible;0.5553369853059295
64;Feasible;0.5553369853059295
65;Feasible;0.5553369853059295
66;Feasible;0.5553369853059295
67;Feasible;0.5553369853059295
68;Feasible;0.5553369853059295
69;Feasible;0.5553369853059295
70;Feasible;0.5553369853059295
71;Feasible;0.5553369853059295
72;Feasible;0.5553369853059295
73;Feasible;0.5553369853059295
74;Feasible;0.5553369853059295
75;Feasible;0.5553369853059295
76;Feasible;0.5553369853059295
77;Feasible;0.5553369853059295
78;Feasible;0.5553369853059295
79;Feasible;0.5553369853059295
80;Feasible;0.5553369853059295
81;Feasible;0.5553369853059295
82;Feasible;0.5553369853059295
83;Feasible;0.5553369853059295
84;Feasible;0.5553369853059295
85;Feasible;0.5553369853059295
86;Feasible;0.5553369853059295
87;Feasible;0.5553369853059295
88;Feasible;0.5553369853059295
89;Feasible;0.5553369853059295
90;Feasible;0.5553369853059295
91;Feasible;0.5495778332748358
92;Feasible;0.5495778332748358
93;Feasible;0.5495778332748358
94;Feasible;0.5495778332748358
95;Feasible;0.5495778332748358
96;Feasible;0.5495778332748358
97;Feasible;0.5495778332748358
98;Feasible;0.5495778332748358
99;Feasible;0.5495778332748358
