Pop;Iter;Min;Max;Avg
Inf;0;-0.13499245852187028;-0.004901960784313725;-0.05584921271195802
Fea;0;0.5436703577165647;0.5436703577165647;0.5436703577165647
Inf;1;-0.11301443654384831;-0.03178194354664943;-0.06267076061193708
Fea;1;0.5389547201235512;0.5444574494127473;0.5426469465664102
Inf;2;-0.11242189183365654;-0.015890971773324714;-0.06524886877828054
Fea;2;0.5389547201235512;0.5455434845896915;0.5432262541710664
Inf;3;-0.11242189183365654;-0.03178194354664943;-0.069451626804568
Fea;3;0.5389547201235512;0.5455434845896915;0.543223328169888
Inf;4;-0.12459599224305107;-0.03178194354664943;-0.07012281835811249
Fea;4;0.5389547201235512;0.5455434845896915;0.543223328169888
Inf;5;-0.09653092006033183;-0.025694893341952168;-0.06562917474682183
Fea;5;0.5389547201235512;0.5455434845896915;0.543223328169888
Inf;6;-0.12459599224305107;-0.02079293255763844;-0.0663682396035337
Fea;6;0.5389547201235512;0.5455434845896915;0.543223328169888
Inf;7;-0.12459599224305107;-0.00980392156862745;-0.06418875242404655
Fea;7;0.5389547201235512;0.5458976758529737;0.5437118867856312
Inf;8;-0.10321051497522087;-0.00980392156862745;-0.06262335703512176
Fea;8;0.5389547201235512;0.5458976758529737;0.5437118867856312
Inf;9;-0.11360698125404008;-0.01098901098901099;-0.061396250808015494
Fea;9;0.5389547201235512;0.5458976758529737;0.5437118867856312
Inf;10;-0.10751993104934282;-0.01098901098901099;-0.06187782805429864
Fea;10;0.5389547201235512;0.5486330320970062;0.5446681941192368
Inf;11;-0.10202542555483733;-0.02197802197802198;-0.0589194139194139
Fea;11;0.5389547201235512;0.5528683506807913;0.5453746171652646
Inf;12;-0.10202542555483733;-0.015890971773324714;-0.0615481577246283
Fea;12;0.5389547201235512;0.5528683506807913;0.545610123488643
Inf;13;-0.11791639732816205;-0.01098901098901099;-0.0650764921353157
Fea;13;0.5389547201235512;0.5528683506807913;0.5457193438015823
Inf;14;-0.1026179702650291;-0.03178194354664943;-0.06468756733462618
Fea;14;0.5389547201235512;0.5528683506807913;0.5457631232649993
Inf;15;-0.1026179702650291;-0.02079293255763844;-0.0621837965955613
Fea;15;0.5389547201235512;0.5528683506807913;0.5455934255525055
Inf;16;-0.11360698125404008;-0.00980392156862745;-0.06146843352725707
Fea;16;0.538188718144016;0.5536146636195172;0.5457903974822588
Inf;17;-0.1026179702650291;-0.01098901098901099;-0.06212777418659773
Fea;17;0.5438951329413398;0.5536146636195172;0.5476045987439276
Inf;18;-0.10143288084464556;-0.004901960784313725;-0.061319758672699856
Fea;18;0.5458320452051102;0.557426363124494;0.5493376077900076
Inf;19;-0.09771600948071536;-0.015890971773324714;-0.061595561301443655
Fea;19;0.5479759896959935;0.557426363124494;0.5506663091241857
Inf;20;-0.09830855419090713;-0.015890971773324714;-0.060653953889248005
Fea;20;0.5486873994983122;0.557426363124494;0.551044449965516
