Pop;Iter;Min;Max;Avg
Inf;0;-0.0904977375565611;-0.024455936220642103;-0.05251562163326869
Inf;1;-0.0904977375565611;-0.024455936220642103;-0.05496660202542556
Inf;2;-0.0904977375565611;-0.024455936220642103;-0.05620017237664295
Inf;3;-0.0904977375565611;-0.02693385046326223;-0.058958198664081016
Inf;4;-0.0904977375565611;-0.00980392156862745;-0.05596315449256626
Inf;5;-0.0904977375565611;-0.03673777203188968;-0.05492350786468435
Fea;5;0.48534952318145597;0.48534952318145597;0.48534952318145597
Inf;6;-0.10030165912518856;-0.03673777203188968;-0.0507703081232493
Fea;6;0.47999820783014063;0.48534952318145597;0.48267386550579827
Inf;7;-0.10030165912518856;-0.0196078431372549;-0.048087696617108384
Fea;7;0.47999820783014063;0.49107046890240175;0.48438604221797504
Inf;8;-0.10030165912518856;-0.0196078431372549;-0.04356819650937298
Fea;8;0.47710110493303776;0.4985563163882492;0.4862518412323607
Inf;9;-0.10030165912518856;-0.007326007326007327;-0.040260719672484374
Fea;9;0.47710110493303776;0.5050396880890121;0.4868668350865474
Inf;10;-0.10030165912518856;-0.007326007326007327;-0.03218056453350571
Fea;10;0.47999820783014063;0.5050396880890121;0.4908820645662878
Inf;11;-0.05623787976729153;-0.007326007326007327;-0.028269769446240028
Fea;11;0.47967947893998325;0.5106222008143821;0.4898528048077221
Inf;12;-0.05623787976729153;-0.007326007326007327;-0.03206744236156001
Fea;12;0.47961248244441523;0.5106222008143821;0.4906623667029283
Inf;13;-0.06604180133591898;-0.007326007326007327;-0.03305322128851541
Fea;13;0.47961248244441523;0.5180814082735895;0.4941238566770053
Inf;14;-0.06604180133591898;-0.007326007326007327;-0.03415212238741651
Fea;14;0.47999820783014063;0.5180814082735895;0.49270273987197494
Inf;15;-0.06604180133591898;-0.007326007326007327;-0.03011743158801982
Fea;15;0.477317185149118;0.5201737603659415;0.493137209033895
Inf;16;-0.06604180133591898;-0.007326007326007327;-0.03145873734109028
Fea;16;0.477317185149118;0.5272904531969201;0.4954667979790301
Inf;17;-0.06604180133591898;-0.007326007326007327;-0.030117431588019817
Fea;17;0.4773817766422809;0.5272904531969201;0.49835524344575627
Inf;18;-0.06604180133591898;-0.007326007326007327;-0.027170868347338943
Fea;18;0.4762529055134097;0.5327627586692256;0.5003265519279341
Inf;19;-0.06604180133591898;-0.007326007326007327;-0.03206205559146735
Fea;19;0.47868047794098223;0.5336252295316964;0.5032550438796511
Inf;20;-0.05623787976729153;-0.007326007326007327;-0.026314371902607193
Fea;20;0.47999820783014063;0.5360228319292989;0.5051902780057943
Inf;21;-0.05623787976729153;-0.007326007326007327;-0.027472527472527476
Fea;21;0.47999820783014063;0.5366721825786495;0.5115866128708839
Inf;22;-0.05623787976729153;-0.007326007326007327;-0.023373195432018958
Fea;22;0.47999820783014063;0.5427960587025257;0.5145423092869464
Inf;23;-0.05634561516914458;-0.007326007326007327;-0.02643288084464555
Fea;23;0.47999820783014063;0.5503600270651455;0.5168216830880558
Inf;24;-0.05623787976729153;-0.007326007326007327;-0.025457875457875458
Fea;24;0.4997086561120174;0.5507238607623126;0.5215011121301862
Inf;25;-0.048911872441284206;-0.007326007326007327;-0.025457875457875458
Fea;25;0.4997086561120174;0.5546199646584165;0.5222384734878214
Inf;26;-0.048911872441284206;-0.007326007326007327;-0.027170868347338933
Fea;26;0.5065607160806285;0.5546199646584165;0.5310961222302549
Inf;27;-0.048911872441284206;-0.007326007326007327;-0.02484378366731308
Fea;27;0.5065607160806285;0.559165419203871;0.526881222832915
Inf;28;-0.04643395819866408;-0.007326007326007327;-0.023615600086188324
Fea;28;0.5065607160806285;0.559165419203871;0.5278008698541802
Inf;29;-0.04643395819866408;-0.007326007326007327;-0.022635207929325572
Fea;29;0.5065607160806285;0.565716011468749;0.5294645795700232
Inf;30;-0.039107950872656755;-0.007326007326007327;-0.021778711484593836
Fea;30;0.5065607160806285;0.565716011468749;0.5325392130418577
Inf;31;-0.039107950872656755;-0.007326007326007327;-0.019333117862529624
Fea;31;0.5106823722022846;0.5660157117684492;0.5323198354530335
Inf;32;-0.039107950872656755;-0.007326007326007327;-0.017248437836673132
Fea;32;0.5145015457620499;0.5693623651151026;0.5356323742715292
Inf;33;-0.039107950872656755;-0.007326007326007327;-0.01957552251669898
Fea;33;0.5098062410667452;0.5715577887390976;0.5310540861568773
Inf;34;-0.039107950872656755;-0.007326007326007327;-0.020060331825037706
Fea;34;0.5098062410667452;0.5715577887390976;0.5336076994600464
Inf;35;-0.039107950872656755;-0.007326007326007327;-0.020792932557638442
Fea;35;0.5135178721061074;0.5747434919248009;0.5357962340538922
Inf;36;-0.039107950872656755;-0.007326007326007327;-0.02054514113337643
Fea;36;0.5116638420240905;0.5796385968199057;0.5343119057100383
Inf;37;-0.039107950872656755;-0.007326007326007327;-0.021767937944408528
Fea;37;0.5073841552160879;0.5796385968199057;0.534666262294611
Inf;38;-0.039107950872656755;-0.007326007326007327;-0.02017884076707606
Fea;38;0.5073195637229251;0.5817198489011578;0.5345579415128914
Inf;39;-0.039107950872656755;-0.007326007326007327;-0.01944085326438267
Fea;39;0.5116638420240905;0.5817198489011578;0.5375726916287602
Inf;40;-0.048911872441284206;-0.007326007326007327;-0.020911441499676785
Fea;40;0.5151593429912757;0.5817198489011578;0.543922764691952
Inf;41;-0.048911872441284206;-0.007326007326007327;-0.020060331825037706
Fea;41;0.5151593429912757;0.5835483234569051;0.5462685072095737
Inf;42;-0.04158586511527688;-0.007326007326007327;-0.02079831932773109
Fea;42;0.5130427823032865;0.5927542690264871;0.549938989237861
Inf;43;-0.04158586511527688;-0.007326007326007327;-0.01957552251669899
Fea;43;0.516208664040597;0.5968855119332401;0.5507294207253762
Inf;44;-0.04158586511527688;-0.007326007326007327;-0.019451626804567985
Fea;44;0.5251482414962171;0.5968855119332401;0.548970692185941
Inf;45;-0.048911872441284206;-0.007326007326007327;-0.021040723981900454
Fea;45;0.5212480535337679;0.6015177844226556;0.5497039371239456
Inf;46;-0.04158586511527688;-0.007326007326007327;-0.019085326438267613
Fea;46;0.518301000586715;0.6015177844226556;0.5516247612732569
Inf;47;-0.04643395819866408;-0.007326007326007327;-0.020916828269769448
Fea;47;0.5240929863787008;0.6036204436681719;0.5536992816960083
Inf;48;-0.04643395819866408;-0.007326007326007327;-0.02115384615384615
Fea;48;0.5240929863787008;0.6083764019955588;0.5547966823572066
Inf;49;-0.039107950872656755;-0.007326007326007327;-0.01870825253178194
Fea;49;0.5279445240845345;0.6083764019955588;0.5647815492311037
Inf;50;-0.03178194354664943;-0.007326007326007327;-0.016752854988149102
Fea;50;0.5279445240845345;0.6125293918628344;0.5688893972834743
Inf;51;-0.03178194354664943;-0.007326007326007327;-0.015659340659340663
Fea;51;0.5257329412750079;0.6125293918628344;0.567672689980724
Inf;52;-0.03178194354664943;-0.007326007326007327;-0.01480284421460892
Fea;52;0.5263906169326836;0.6184798699561697;0.5745827997375633
Inf;53;-0.03178194354664943;-0.007326007326007327;-0.01529304029304029
Fea;53;0.5285605284375836;0.6195663403408858;0.5768663177350157
Inf;54;-0.03178194354664943;-0.007326007326007327;-0.014802844214608923
Fea;54;0.5285605284375836;0.6241242256005253;0.5828737977057413
Inf;55;-0.03178194354664943;-0.007326007326007327;-0.010520361990950225
Fea;55;0.5285605284375836;0.6241242256005253;0.580236564563166
Inf;56;-0.02693385046326223;-0.007326007326007327;-0.010644257703081231
Fea;56;0.5525504004294349;0.6306624492816062;0.588554733448289
Inf;57;-0.02693385046326223;-0.007326007326007327;-0.01088666235725059
Fea;57;0.5525504004294349;0.6342810529002098;0.5888024658718571
Inf;58;-0.02693385046326223;-0.007326007326007327;-0.010762766645119586
Fea;58;0.5501013984590971;0.6342810529002098;0.5987187681811712
