Candidate;Population;Fitness
79;Infeasible;-0.042862115260305304
80;Infeasible;-0.06488986126995178
81;Infeasible;-0.07667445676495452
82;Infeasible;-0.10263040127293523
83;Infeasible;-0.06822137138879221
84;Infeasible;-0.042862115260305304
85;Infeasible;-0.06488986126995178
86;Infeasible;-0.06488986126995178
87;Infeasible;-0.06488986126995178
88;Infeasible;-0.042862115260305304
89;Infeasible;-0.06488986126995178
90;Infeasible;-0.06488986126995178
91;Infeasible;-0.06429317289045797
92;Infeasible;-0.042862115260305304
93;Infeasible;-0.06822137138879221
94;Infeasible;-0.06822137138879221
95;Infeasible;-0.06488986126995178
96;Infeasible;-0.06822137138879221
97;Infeasible;-0.05976828601262991
98;Infeasible;-0.06488986126995178
99;Infeasible;-0.05976828601262991
0;Feasible;0.5673253876778258
1;Feasible;0.5673253876778258
2;Feasible;0.5673253876778258
3;Feasible;0.5782465976319988
4;Feasible;0.5782465976319988
5;Feasible;0.5782465976319988
6;Feasible;0.5782465976319988
7;Feasible;0.5782465976319988
8;Feasible;0.5782465976319988
9;Feasible;0.5782465976319988
10;Feasible;0.5782465976319988
11;Feasible;0.5782465976319988
12;Feasible;0.5672799736531731
13;Feasible;0.5672799736531731
14;Feasible;0.5672799736531731
15;Feasible;0.5672799736531731
16;Feasible;0.5672799736531731
17;Feasible;0.5672799736531731
18;Feasible;0.5672799736531731
19;Feasible;0.5672799736531731
20;Feasible;0.5672799736531731
21;Feasible;0.5672799736531731
22;Feasible;0.5672799736531731
23;Feasible;0.5672799736531731
24;Feasible;0.5672799736531731
25;Feasible;0.5672799736531731
26;Feasible;0.5672799736531731
27;Feasible;0.5672799736531731
28;Feasible;0.5672799736531731
29;Feasible;0.5672799736531731
30;Feasible;0.5672799736531731
31;Feasible;0.5672799736531731
32;Feasible;0.5672799736531731
33;Feasible;0.5672799736531731
34;Feasible;0.5672799736531731
35;Feasible;0.5672799736531731
36;Feasible;0.5672799736531731
37;Feasible;0.5672799736531731
38;Feasible;0.5672799736531731
39;Feasible;0.5672799736531731
40;Feasible;0.5672799736531731
41;Feasible;0.5672799736531731
42;Feasible;0.5672799736531731
43;Feasible;0.5672799736531731
44;Feasible;0.5672799736531731
45;Feasible;0.5672799736531731
46;Feasible;0.5672799736531731
47;Feasible;0.5672799736531731
48;Feasible;0.5672799736531731
49;Feasible;0.5672799736531731
50;Feasible;0.5672799736531731
51;Feasible;0.5672799736531731
52;Feasible;0.5672799736531731
53;Feasible;0.5672799736531731
54;Feasible;0.5672799736531731
55;Feasible;0.5672799736531731
56;Feasible;0.5672799736531731
57;Feasible;0.5672799736531731
58;Feasible;0.5672799736531731
59;Feasible;0.5672799736531731
60;Feasible;0.5672799736531731
61;Feasible;0.5672799736531731
62;Feasible;0.5672799736531731
63;Feasible;0.5672799736531731
64;Feasible;0.5672799736531731
65;Feasible;0.5672799736531731
66;Feasible;0.5672799736531731
67;Feasible;0.5672799736531731
68;Feasible;0.5672799736531731
69;Feasible;0.5672799736531731
70;Feasible;0.5672799736531731
71;Feasible;0.5672799736531731
72;Feasible;0.5672799736531731
73;Feasible;0.5672799736531731
74;Feasible;0.5672799736531731
75;Feasible;0.5672799736531731
76;Feasible;0.5672799736531731
77;Feasible;0.5672799736531731
78;Feasible;0.5672799736531731
79;Feasible;0.5672799736531731
80;Feasible;0.5672799736531731
81;Feasible;0.5672799736531731
82;Feasible;0.5672799736531731
83;Feasible;0.5672799736531731
84;Feasible;0.5672799736531731
85;Feasible;0.5672799736531731
86;Feasible;0.5672799736531731
87;Feasible;0.5672799736531731
88;Feasible;0.5672799736531731
89;Feasible;0.5672799736531731
90;Feasible;0.5672799736531731
91;Feasible;0.5672799736531731
92;Feasible;0.5672799736531731
93;Feasible;0.5672799736531731
94;Feasible;0.5672799736531731
95;Feasible;0.5672799736531731
96;Feasible;0.5672799736531731
97;Feasible;0.5672799736531731
98;Feasible;0.5672799736531731
99;Feasible;0.5672799736531731
