         578829570 function calls (578822763 primitive calls) in 442.780 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
 27202320    3.511    0.000    3.511    0.000 C:\Users\luizf\Downloads\GitHub\uctp_ufabc\uctp_ufabc\objects.py:61(getCampus)
  8978288    2.179    0.000    2.179    0.000 {method 'count' of 'list' objects}
   513066    2.121    0.000    2.121    0.000 C:\Users\luizf\Downloads\GitHub\uctp_ufabc\uctp_ufabc\objects.py:71(__init__)
  1902211    2.072    0.000    3.187    0.000 C:\Users\luizf\AppData\Local\Programs\Python\Python37\lib\random.py:224(_randbelow)
   321323    1.884    0.000    2.583    0.000 C:\Users\luizf\Downloads\GitHub\uctp_ufabc\uctp_ufabc\uctp.py:139(<listcomp>)
  1777189    1.878    0.000    4.869    0.000 C:\Users\luizf\AppData\Local\Programs\Python\Python37\lib\random.py:174(randrange)
  3719363    1.836    0.000    1.836    0.000 {built-in method builtins.sum}
   321323    1.781    0.000    2.468    0.000 C:\Users\luizf\Downloads\GitHub\uctp_ufabc\uctp_ufabc\uctp.py:140(<listcomp>)
     3600    1.748    0.000    1.748    0.000 C:\Users\luizf\Downloads\GitHub\uctp_ufabc\uctp_ufabc\objects.py:130(resetCandList)
   645228    1.685    0.000    1.685    0.000 C:\Users\luizf\Downloads\GitHub\uctp_ufabc\uctp_ufabc\uctp.py:175(<listcomp>)
   381293    1.507    0.000    1.507    0.000 C:\Users\luizf\Downloads\GitHub\uctp_ufabc\uctp_ufabc\uctp.py:158(<listcomp>)
    41674    1.502    0.000    2.604    0.000 C:\Users\luizf\Downloads\GitHub\uctp_ufabc\uctp_ufabc\uctp.py:1038(crossover)
    71541    1.338    0.000    1.647    0.000 C:\Users\luizf\Downloads\GitHub\uctp_ufabc\uctp_ufabc\uctp.py:903(<listcomp>)
        1    1.324    1.324    1.324    1.324 {built-in method builtins.input}
   177745    1.229    0.000   33.233    0.000 C:\Users\luizf\Downloads\GitHub\uctp_ufabc\uctp_ufabc\uctp.py:748(mutationF)
    43028    1.144    0.000    2.238    0.000 C:\Users\luizf\Downloads\GitHub\uctp_ufabc\uctp_ufabc\uctp.py:840(<listcomp>)
     1200    1.129    0.001    1.784    0.001 C:\Users\luizf\Downloads\GitHub\uctp_ufabc\uctp_ufabc\ioData.py:230(outDataMMA)
     1291    1.049    0.001    1.530    0.001 C:\Users\luizf\Downloads\GitHub\uctp_ufabc\uctp_ufabc\uctp.py:329(calc_f2)
   130032    0.992    0.000   13.230    0.000 C:\Users\luizf\Downloads\GitHub\uctp_ufabc\uctp_ufabc\uctp.py:894(errorTypeF345)
    84846    0.941    0.000    8.540    0.000 C:\Users\luizf\Downloads\GitHub\uctp_ufabc\uctp_ufabc\uctp.py:619(errorTypeI23)
    47759    0.861    0.000    3.049    0.000 C:\Users\luizf\Downloads\GitHub\uctp_ufabc\uctp_ufabc\uctp.py:912(<listcomp>)
  2748715    0.804    0.000    0.804    0.000 {method 'getrandbits' of '_random.Random' objects}
    43028    0.778    0.000    9.924    0.000 C:\Users\luizf\Downloads\GitHub\uctp_ufabc\uctp_ufabc\uctp.py:837(errorTypeF2)
   322614    0.777    0.000  324.690    0.001 C:\Users\luizf\Downloads\GitHub\uctp_ufabc\uctp_ufabc\uctp.py:88(checkFeasibility)
    49127    0.772    0.000    1.012    0.000 C:\Users\luizf\Downloads\GitHub\uctp_ufabc\uctp_ufabc\uctp.py:649(<listcomp>)
    59362    0.677    0.000    0.932    0.000 C:\Users\luizf\Downloads\GitHub\uctp_ufabc\uctp_ufabc\uctp.py:933(<listcomp>)
     1199    0.674    0.001   53.430    0.045 C:\Users\luizf\Downloads\GitHub\uctp_ufabc\uctp_ufabc\uctp.py:677(offspringF)
     2398    0.664    0.000    0.664    0.000 C:\Users\luizf\Downloads\GitHub\uctp_ufabc\uctp_ufabc\objects.py:126(setCandList)
   120000    0.632    0.000   15.091    0.000 C:\Users\luizf\Downloads\GitHub\uctp_ufabc\uctp_ufabc\uctp.py:543(mutationI)
    43422    0.629    0.000    7.235    0.000 C:\Users\luizf\Downloads\GitHub\uctp_ufabc\uctp_ufabc\uctp.py:786(errorTypeF1)
    53393    0.625    0.000    0.859    0.000 C:\Users\luizf\Downloads\GitHub\uctp_ufabc\uctp_ufabc\uctp.py:864(<listcomp>)
    52220    0.609    0.000    0.838    0.000 C:\Users\luizf\Downloads\GitHub\uctp_ufabc\uctp_ufabc\uctp.py:809(<listcomp>)
    49127    0.541    0.000    0.541    0.000 C:\Users\luizf\Downloads\GitHub\uctp_ufabc\uctp_ufabc\uctp.py:651(<listcomp>)
    53393    0.535    0.000    0.535    0.000 C:\Users\luizf\Downloads\GitHub\uctp_ufabc\uctp_ufabc\uctp.py:866(<listcomp>)
    59362    0.531    0.000    0.531    0.000 C:\Users\luizf\Downloads\GitHub\uctp_ufabc\uctp_ufabc\uctp.py:935(<listcomp>)
     1796    0.519    0.000    0.542    0.000 {built-in method io.open}
     1200    0.508    0.000  327.220    0.273 C:\Users\luizf\Downloads\GitHub\uctp_ufabc\uctp_ufabc\uctp.py:69(twoPop)
    52220    0.496    0.000    0.496    0.000 C:\Users\luizf\Downloads\GitHub\uctp_ufabc\uctp_ufabc\uctp.py:811(<listcomp>)
    42360    0.485    0.000    4.474    0.000 C:\Users\luizf\Downloads\GitHub\uctp_ufabc\uctp_ufabc\uctp.py:575(errorTypeI1)
    43028    0.453    0.000    0.561    0.000 C:\Users\luizf\Downloads\GitHub\uctp_ufabc\uctp_ufabc\uctp.py:844(<listcomp>)
    85830    0.406    0.000    1.324    0.000 C:\Users\luizf\Downloads\GitHub\uctp_ufabc\uctp_ufabc\uctp.py:1011(mutationRand)
   381293    0.390    0.000    0.390    0.000 C:\Users\luizf\Downloads\GitHub\uctp_ufabc\uctp_ufabc\objects.py:99(setInfVariables)
    43028    0.387    0.000    0.387    0.000 C:\Users\luizf\Downloads\GitHub\uctp_ufabc\uctp_ufabc\uctp.py:842(<listcomp>)
    41835    0.351    0.000    0.461    0.000 C:\Users\luizf\Downloads\GitHub\uctp_ufabc\uctp_ufabc\uctp.py:629(<listcomp>)
   645228    0.334    0.000    0.513    0.000 C:\Users\luizf\Downloads\GitHub\uctp_ufabc\uctp_ufabc\objects.py:124(addCand)
    35871    0.329    0.000    0.423    0.000 C:\Users\luizf\Downloads\GitHub\uctp_ufabc\uctp_ufabc\uctp.py:599(<listcomp>)
    43422    0.325    0.000    0.430    0.000 C:\Users\luizf\Downloads\GitHub\uctp_ufabc\uctp_ufabc\uctp.py:789(<listcomp>)
  1902221    0.311    0.000    0.311    0.000 {method 'bit_length' of 'int' objects}
  1795884    0.288    0.000    0.288    0.000 C:\Users\luizf\Downloads\GitHub\uctp_ufabc\uctp_ufabc\objects.py:97(getFitness)
   848218    0.277    0.000    0.277    0.000 C:\Users\luizf\Downloads\GitHub\uctp_ufabc\uctp_ufabc\objects.py:93(getRelationsList)
    47759    0.268    0.000    0.377    0.000 C:\Users\luizf\Downloads\GitHub\uctp_ufabc\uctp_ufabc\uctp.py:913(<listcomp>)
    35871    0.264    0.000    0.365    0.000 C:\Users\luizf\Downloads\GitHub\uctp_ufabc\uctp_ufabc\uctp.py:585(<listcomp>)
    85830    0.244    0.000    0.244    0.000 {method 'copy' of 'list' objects}
    49127    0.228    0.000    0.228    0.000 C:\Users\luizf\Downloads\GitHub\uctp_ufabc\uctp_ufabc\uctp.py:647(<listcomp>)
    52220    0.192    0.000    0.192    0.000 C:\Users\luizf\Downloads\GitHub\uctp_ufabc\uctp_ufabc\uctp.py:807(<listcomp>)
    59362    0.188    0.000    0.188    0.000 C:\Users\luizf\Downloads\GitHub\uctp_ufabc\uctp_ufabc\uctp.py:931(<listcomp>)
    53393    0.180    0.000    0.180    0.000 C:\Users\luizf\Downloads\GitHub\uctp_ufabc\uctp_ufabc\uctp.py:862(<listcomp>)
      374    0.172    0.000    0.197    0.001 <frozen importlib._bootstrap_external>:914(get_data)
   179038    0.165    0.000    0.165    0.000 C:\Users\luizf\Downloads\GitHub\uctp_ufabc\uctp_ufabc\objects.py:115(getFeaVariables)
     1199    0.153    0.000   15.342    0.013 C:\Users\luizf\Downloads\GitHub\uctp_ufabc\uctp_ufabc\uctp.py:529(offspringI)
    45185    0.150    0.000    0.194    0.000 C:\Users\luizf\Downloads\GitHub\uctp_ufabc\uctp_ufabc\uctp.py:309(<listcomp>)
     2220    0.141    0.000    0.141    0.000 {built-in method nt.stat}
   342362    0.133    0.000    0.133    0.000 {method 'pop' of 'list' objects}
     1199    0.126    0.000    0.200    0.000 C:\Users\luizf\Downloads\GitHub\uctp_ufabc\uctp_ufabc\uctp.py:970(<listcomp>)
   512866    0.120    0.000    0.120    0.000 C:\Users\luizf\Downloads\GitHub\uctp_ufabc\uctp_ufabc\objects.py:91(setRelationsList)
   322614    0.117    0.000    0.117    0.000 C:\Users\luizf\Downloads\GitHub\uctp_ufabc\uctp_ufabc\objects.py:95(setFitness)
   321323    0.110    0.000    0.110    0.000 C:\Users\luizf\Downloads\GitHub\uctp_ufabc\uctp_ufabc\uctp.py:144(<listcomp>)
     1200    0.102    0.000    2.616    0.002 C:\Users\luizf\Downloads\GitHub\uctp_ufabc\uctp_ufabc\uctp.py:102(calcFit)
     1291    0.088    0.000    0.131    0.000 C:\Users\luizf\Downloads\GitHub\uctp_ufabc\uctp_ufabc\uctp.py:444(calc_f4)
     1291    0.088    0.000    0.132    0.000 C:\Users\luizf\Downloads\GitHub\uctp_ufabc\uctp_ufabc\uctp.py:419(calc_f3)
   125022    0.088    0.000    0.299    0.000 C:\Users\luizf\AppData\Local\Programs\Python\Python37\lib\random.py:256(choice)
     1291    0.086    0.000    0.130    0.000 C:\Users\luizf\Downloads\GitHub\uctp_ufabc\uctp_ufabc\uctp.py:469(calc_f5)
   120002    0.078    0.000    0.078    0.000 C:\Users\luizf\Downloads\GitHub\uctp_ufabc\uctp_ufabc\objects.py:104(getInfVariables)
    83352    0.076    0.000    0.076    0.000 {method 'remove' of 'list' objects}
      374    0.072    0.000    0.072    0.000 {built-in method marshal.loads}
   173680    0.066    0.000    0.066    0.000 C:\Users\luizf\Downloads\GitHub\uctp_ufabc\uctp_ufabc\uctp.py:1158(<listcomp>)
    35871    0.054    0.000    0.054    0.000 C:\Users\luizf\Downloads\GitHub\uctp_ufabc\uctp_ufabc\uctp.py:591(<listcomp>)
       63    0.054    0.001    0.058    0.001 {built-in method _imp.create_dynamic}
     1291    0.052    0.000    0.346    0.000 C:\Users\luizf\Downloads\GitHub\uctp_ufabc\uctp_ufabc\uctp.py:300(calc_f1)
     1198    0.050    0.000    0.082    0.000 C:\Users\luizf\Downloads\GitHub\uctp_ufabc\uctp_ufabc\uctp.py:695(<listcomp>)
   135555    0.050    0.000    0.050    0.000 C:\Users\luizf\Downloads\GitHub\uctp_ufabc\uctp_ufabc\uctp.py:349(<listcomp>)
    43422    0.044    0.000    0.044    0.000 C:\Users\luizf\Downloads\GitHub\uctp_ufabc\uctp_ufabc\uctp.py:795(<listcomp>)
    41835    0.040    0.000    0.040    0.000 C:\Users\luizf\Downloads\GitHub\uctp_ufabc\uctp_ufabc\uctp.py:635(<listcomp>)
     1291    0.036    0.000    0.043    0.000 C:\Users\luizf\Downloads\GitHub\uctp_ufabc\uctp_ufabc\uctp.py:304(<listcomp>)
     2646    0.034    0.000    0.043    0.000 {method 'writerow' of '_csv.writer' objects}
      565    0.034    0.000    0.034    0.000 {method 'update' of 'dict' objects}
     1512    0.033    0.000    0.033    0.000 {method 'sub' of 're.Pattern' objects}
     1199    0.033    0.000   34.430    0.029 C:\Users\luizf\Downloads\GitHub\uctp_ufabc\uctp_ufabc\uctp.py:961(selectionI)
    35871    0.031    0.000    0.031    0.000 C:\Users\luizf\Downloads\GitHub\uctp_ufabc\uctp_ufabc\uctp.py:601(<listcomp>)
    47759    0.031    0.000    0.031    0.000 C:\Users\luizf\Downloads\GitHub\uctp_ufabc\uctp_ufabc\uctp.py:919(<listcomp>)
    43028    0.029    0.000    0.029    0.000 C:\Users\luizf\Downloads\GitHub\uctp_ufabc\uctp_ufabc\uctp.py:850(<listcomp>)
     1291    0.029    0.000    2.444    0.002 C:\Users\luizf\Downloads\GitHub\uctp_ufabc\uctp_ufabc\uctp.py:264(calc_fitFeas)
     1291    0.028    0.000    0.060    0.000 C:\Users\luizf\Downloads\GitHub\uctp_ufabc\uctp_ufabc\uctp.py:516(<listcomp>)
     6670    0.027    0.000    0.027    0.000 C:\Users\luizf\Downloads\GitHub\uctp_ufabc\uctp_ufabc\uctp.py:869(<listcomp>)
   122286    0.027    0.000    0.027    0.000 {method 'replace' of 'str' objects}
      883    0.026    0.000    0.026    0.000 {method 'findall' of 're.Pattern' objects}
      374    0.025    0.000    0.025    0.000 {method 'read' of '_io.FileIO' objects}
     5864    0.023    0.000    0.023    0.000 C:\Users\luizf\Downloads\GitHub\uctp_ufabc\uctp_ufabc\uctp.py:814(<listcomp>)
   120666    0.022    0.000    0.022    0.000 C:\Users\luizf\Downloads\GitHub\uctp_ufabc\uctp_ufabc\objects.py:55(getName)
      319    0.021    0.000    0.021    0.000 {built-in method builtins.compile}
     1291    0.021    0.000    0.021    0.000 C:\Users\luizf\Downloads\GitHub\uctp_ufabc\uctp_ufabc\uctp.py:409(<listcomp>)
     1291    0.020    0.000    0.024    0.000 C:\Users\luizf\Downloads\GitHub\uctp_ufabc\uctp_ufabc\uctp.py:316(<listcomp>)
     1291    0.020    0.000    0.023    0.000 C:\Users\luizf\Downloads\GitHub\uctp_ufabc\uctp_ufabc\uctp.py:519(<listcomp>)
    45220    0.020    0.000    0.020    0.000 C:\Users\luizf\Downloads\GitHub\uctp_ufabc\uctp_ufabc\objects.py:22(getPrefSubjLists)
   117481    0.019    0.000    0.019    0.000 C:\Users\luizf\Downloads\GitHub\uctp_ufabc\uctp_ufabc\objects.py:63(getCharge)
     4942    0.019    0.000    0.019    0.000 C:\Users\luizf\Downloads\GitHub\uctp_ufabc\uctp_ufabc\uctp.py:938(<listcomp>)
  972/961    0.019    0.000    0.123    0.000 {built-in method builtins.__build_class__}
    63/41    0.018    0.000    0.198    0.005 {built-in method _imp.exec_dynamic}
      512    0.018    0.000    0.028    0.000 C:\Users\luizf\Downloads\GitHub\uctp_ufabc\uctp_ufabc\uctp.py:990(<listcomp>)
     1199    0.017    0.000    1.549    0.001 C:\Users\luizf\Downloads\GitHub\uctp_ufabc\uctp_ufabc\ioData.py:397(printTail)
    45185    0.017    0.000    0.017    0.000 C:\Users\luizf\Downloads\GitHub\uctp_ufabc\uctp_ufabc\uctp.py:344(<listcomp>)
     1291    0.017    0.000    0.020    0.000 C:\Users\luizf\Downloads\GitHub\uctp_ufabc\uctp_ufabc\uctp.py:501(<listcomp>)
     1199    0.015    0.000    2.362    0.002 C:\Users\luizf\Downloads\GitHub\uctp_ufabc\uctp_ufabc\uctp.py:981(selectionF)
      200    0.014    0.000    0.061    0.000 C:\Users\luizf\Downloads\GitHub\uctp_ufabc\uctp_ufabc\uctp.py:21(newCandRand)
        1    0.012    0.012    0.019    0.019 C:\Users\luizf\Downloads\GitHub\uctp_ufabc\uctp_ufabc\uctp.py:30(extractSubjIsPref)
    31629    0.011    0.000    0.011    0.000 C:\Users\luizf\Downloads\GitHub\uctp_ufabc\uctp_ufabc\objects.py:128(getCandList)
     1202    0.011    0.000    0.011    0.000 {built-in method _locale._getdefaultlocale}
     1200    0.011    0.000    4.210    0.004 C:\Users\luizf\Downloads\GitHub\uctp_ufabc\uctp_ufabc\ioData.py:388(printHead)
     1291    0.011    0.000    0.014    0.000 C:\Users\luizf\Downloads\GitHub\uctp_ufabc\uctp_ufabc\uctp.py:498(<listcomp>)
     2102    0.010    0.000    0.010    0.000 C:\Users\luizf\Downloads\GitHub\uctp_ufabc\uctp_ufabc\uctp.py:654(<listcomp>)
      592    0.010    0.000    0.010    0.000 {method 'close' of '_io.BufferedReader' objects}
     2860    0.010    0.000    0.012    0.000 {built-in method builtins.max}
    18200    0.009    0.000    0.012    0.000 C:\Users\luizf\Downloads\GitHub\uctp_ufabc\uctp_ufabc\objects.py:87(addRelation)
      642    0.009    0.000    0.115    0.000 <frozen importlib._bootstrap_external>:1356(find_spec)
     1202    0.009    0.000    0.009    0.000 {built-in method _csv.writer}
     1291    0.008    0.000    0.028    0.000 C:\Users\luizf\Downloads\GitHub\uctp_ufabc\uctp_ufabc\uctp.py:333(<listcomp>)
     1291    0.008    0.000    0.008    0.000 C:\Users\luizf\Downloads\GitHub\uctp_ufabc\uctp_ufabc\uctp.py:312(<listcomp>)
     1291    0.008    0.000    0.010    0.000 C:\Users\luizf\Downloads\GitHub\uctp_ufabc\uctp_ufabc\uctp.py:437(<listcomp>)
     1291    0.007    0.000    0.010    0.000 C:\Users\luizf\Downloads\GitHub\uctp_ufabc\uctp_ufabc\uctp.py:462(<listcomp>)
       54    0.007    0.000    0.007    0.000 {built-in method nt.listdir}
     1291    0.007    0.000    0.010    0.000 C:\Users\luizf\Downloads\GitHub\uctp_ufabc\uctp_ufabc\uctp.py:486(<listcomp>)
    29896    0.007    0.000    0.009    0.000 {built-in method builtins.isinstance}
      883    0.007    0.000    0.074    0.000 C:\Users\luizf\AppData\Local\Programs\Python\Python37\lib\textwrap.py:414(dedent)
    90442    0.007    0.000    0.007    0.000 {built-in method builtins.abs}
    45185    0.007    0.000    0.007    0.000 C:\Users\luizf\Downloads\GitHub\uctp_ufabc\uctp_ufabc\objects.py:28(getCharge)
   255/87    0.007    0.000    0.018    0.000 C:\Users\luizf\AppData\Local\Programs\Python\Python37\lib\sre_parse.py:475(_parse)
    45185    0.007    0.000    0.007    0.000 C:\Users\luizf\Downloads\GitHub\uctp_ufabc\uctp_ufabc\objects.py:26(getPeriod)
    45185    0.007    0.000    0.007    0.000 C:\Users\luizf\Downloads\GitHub\uctp_ufabc\uctp_ufabc\objects.py:30(getQuadriSabbath)
     1291    0.006    0.000    0.047    0.000 C:\Users\luizf\Downloads\GitHub\uctp_ufabc\uctp_ufabc\uctp.py:493(calc_f6)
      374    0.006    0.000    0.311    0.001 <frozen importlib._bootstrap_external>:793(get_code)
    45185    0.006    0.000    0.006    0.000 C:\Users\luizf\Downloads\GitHub\uctp_ufabc\uctp_ufabc\objects.py:32(getPrefCampus)
     2962    0.006    0.000    0.008    0.000 C:\Users\luizf\AppData\Local\Programs\Python\Python37\lib\ntpath.py:122(splitdrive)
        1    0.006    0.006    0.009    0.009 C:\Users\luizf\Downloads\GitHub\uctp_ufabc\uctp_ufabc\ioData.py:116(getDataSubj)
    749/4    0.006    0.000    0.970    0.243 {built-in method builtins.exec}
    471/4    0.006    0.000    0.976    0.244 <frozen importlib._bootstrap>:978(_find_and_load)
     8031    0.006    0.000    0.006    0.000 {built-in method builtins.hasattr}
     3762    0.005    0.000    0.006    0.000 {method 'format' of 'str' objects}
     1202    0.005    0.000    0.016    0.000 C:\Users\luizf\AppData\Local\Programs\Python\Python37\lib\_bootlocale.py:11(getpreferredencoding)
    12299    0.005    0.000    0.005    0.000 {built-in method builtins.getattr}
     2646    0.005    0.000    0.005    0.000 {built-in method _codecs.charmap_encode}
     1291    0.005    0.000    0.091    0.000 C:\Users\luizf\Downloads\GitHub\uctp_ufabc\uctp_ufabc\uctp.py:514(calc_f7)
    25620    0.005    0.000    0.005    0.000 {method 'startswith' of 'str' objects}
       54    0.005    0.000    0.010    0.000 <frozen importlib._bootstrap_external>:1190(_path_hooks)
      512    0.005    0.000    0.017    0.000 C:\Users\luizf\Downloads\GitHub\uctp_ufabc\uctp_ufabc\uctp.py:1114(elitismSelection)
     1113    0.005    0.000    0.009    0.000 <frozen importlib._bootstrap>:157(_get_module_lock)
      463    0.005    0.000    0.137    0.000 <frozen importlib._bootstrap>:882(_find_spec)
     1291    0.004    0.000    0.004    0.000 C:\Users\luizf\Downloads\GitHub\uctp_ufabc\uctp_ufabc\uctp.py:504(<listcomp>)
     1291    0.004    0.000    0.004    0.000 C:\Users\luizf\Downloads\GitHub\uctp_ufabc\uctp_ufabc\uctp.py:319(<listcomp>)
     1291    0.004    0.000    0.011    0.000 C:\Users\luizf\Downloads\GitHub\uctp_ufabc\uctp_ufabc\uctp.py:376(<listcomp>)
      592    0.004    0.000    0.096    0.000 C:\Users\luizf\AppData\Local\Programs\Python\Python37\lib\site-packages\pytz\__init__.py:78(open_resource)
      748    0.004    0.000    0.010    0.000 <frozen importlib._bootstrap_external>:271(cache_from_source)
     2646    0.003    0.000    0.009    0.000 C:\Users\luizf\AppData\Local\Programs\Python\Python37\lib\encodings\cp1252.py:18(encode)
     1113    0.003    0.000    0.004    0.000 <frozen importlib._bootstrap>:78(acquire)
      597    0.003    0.000    0.009    0.000 C:\Users\luizf\AppData\Local\Programs\Python\Python37\lib\ntpath.py:75(join)
     3022    0.003    0.000    0.009    0.000 <frozen importlib._bootstrap_external>:56(_path_join)
    451/4    0.003    0.000    0.974    0.243 <frozen importlib._bootstrap>:663(_load_unlocked)
     1291    0.003    0.000    0.003    0.000 C:\Users\luizf\Downloads\GitHub\uctp_ufabc\uctp_ufabc\uctp.py:471(<listcomp>)
     3022    0.003    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:58(<listcomp>)
   430/76    0.003    0.000    0.008    0.000 C:\Users\luizf\AppData\Local\Programs\Python\Python37\lib\sre_compile.py:71(_compile)
      450    0.003    0.000    0.015    0.000 <frozen importlib._bootstrap>:504(_init_module_attrs)
     4067    0.003    0.000    0.003    0.000 C:\Users\luizf\AppData\Local\Programs\Python\Python37\lib\sre_parse.py:233(__next)
      938    0.003    0.000    0.003    0.000 {built-in method _thread.allocate_lock}
      450    0.003    0.000    0.129    0.000 <frozen importlib._bootstrap_external>:1240(_get_spec)
      599    0.003    0.000    0.006    0.000 C:\Users\luizf\AppData\Local\Programs\Python\Python37\lib\ntpath.py:178(split)
      748    0.003    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:62(_path_split)
    471/4    0.003    0.000    0.976    0.244 <frozen importlib._bootstrap>:948(_find_and_load_unlocked)
     1113    0.003    0.000    0.003    0.000 <frozen importlib._bootstrap>:103(release)
      614    0.003    0.000    0.003    0.000 C:\Users\luizf\AppData\Local\Programs\Python\Python37\lib\site-packages\numpy\compat\_inspect.py:67(getargs)
     2602    0.003    0.000    0.003    0.000 C:\Users\luizf\AppData\Local\Programs\Python\Python37\lib\site-packages\pandas\io\formats\format.py:1572(just)
     1200    0.003    0.000    0.003    0.000 C:\Users\luizf\Downloads\GitHub\uctp_ufabc\uctp_ufabc\uctp.py:1192(stop)
     1291    0.002    0.000    0.002    0.000 C:\Users\luizf\Downloads\GitHub\uctp_ufabc\uctp_ufabc\uctp.py:446(<listcomp>)
     1204    0.002    0.000    0.002    0.000 {method 'close' of '_io.TextIOWrapper' objects}
2751/1754    0.002    0.000    0.362    0.000 <frozen importlib._bootstrap>:1009(_handle_fromlist)
      954    0.002    0.000    0.002    0.000 {built-in method __new__ of type object at 0x00007FF8C92D4BA0}
      592    0.002    0.000    0.108    0.000 C:\Users\luizf\AppData\Local\Programs\Python\Python37\lib\site-packages\pytz\__init__.py:111(resource_exists)
     1291    0.002    0.000    0.002    0.000 C:\Users\luizf\Downloads\GitHub\uctp_ufabc\uctp_ufabc\uctp.py:421(<listcomp>)
     5066    0.002    0.000    0.003    0.000 {method 'join' of 'str' objects}
     8218    0.002    0.000    0.002    0.000 {method 'upper' of 'str' objects}
     1291    0.002    0.000    0.002    0.000 C:\Users\luizf\Downloads\GitHub\uctp_ufabc\uctp_ufabc\uctp.py:302(<listcomp>)
      437    0.002    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:574(spec_from_file_location)
      497    0.002    0.000    0.038    0.000 C:\Users\luizf\AppData\Local\Programs\Python\Python37\lib\functools.py:37(update_wrapper)
     1291    0.002    0.000    0.002    0.000 C:\Users\luizf\Downloads\GitHub\uctp_ufabc\uctp_ufabc\objects.py:107(setFeaVariables)
     1291    0.002    0.000    0.002    0.000 C:\Users\luizf\Downloads\GitHub\uctp_ufabc\uctp_ufabc\uctp.py:412(<listcomp>)
