Candidate;Population;Fitness
0;Infeasible;-0.29794225382460676
1;Infeasible;-0.32051282051282054
2;Infeasible;-0.21062271062271062
3;Infeasible;-0.2887847446670976
4;Infeasible;-0.2838827838827839
5;Infeasible;-0.23809523809523805
6;Infeasible;-0.2747252747252747
7;Infeasible;-0.22893772893772893
8;Infeasible;-0.2704697263520793
9;Infeasible;-0.23809523809523805
10;Infeasible;-0.2704697263520793
11;Infeasible;-0.2747252747252747
12;Infeasible;-0.24725274725274726
13;Infeasible;-0.2747252747252747
14;Infeasible;-0.2747252747252747
15;Infeasible;-0.2704697263520793
16;Infeasible;-0.3021978021978022
17;Infeasible;-0.18315018315018317
18;Infeasible;-0.25215470803706097
19;Infeasible;-0.22893772893772893
20;Infeasible;-0.3895173453996983
21;Infeasible;-0.347985347985348
22;Infeasible;-0.20146520146520144
23;Infeasible;-0.2704697263520793
24;Infeasible;-0.25215470803706097
25;Infeasible;-0.3388278388278388
26;Infeasible;-0.2796272355095884
27;Infeasible;-0.2246821805645335
28;Infeasible;-0.3028442146089205
29;Infeasible;-0.3388278388278388
30;Infeasible;-0.31135531135531136
31;Infeasible;-0.21062271062271062
32;Infeasible;-0.24725274725274726
33;Infeasible;-0.2838827838827839
34;Infeasible;-0.24725274725274726
35;Infeasible;-0.2747252747252747
36;Infeasible;-0.29794225382460676
37;Infeasible;-0.3028442146089205
38;Infeasible;-0.32051282051282054
39;Infeasible;-0.2838827838827839
40;Infeasible;-0.2796272355095884
41;Infeasible;-0.2704697263520793
42;Infeasible;-0.2838827838827839
43;Infeasible;-0.23809523809523805
44;Infeasible;-0.31135531135531136
45;Infeasible;-0.2747252747252747
46;Infeasible;-0.21062271062271062
47;Infeasible;-0.25215470803706097
48;Infeasible;-0.29794225382460676
49;Infeasible;-0.29304029304029305
50;Infeasible;-0.24725274725274726
51;Infeasible;-0.3388278388278388
52;Infeasible;-0.2747252747252747
53;Infeasible;-0.2796272355095884
54;Infeasible;-0.21062271062271062
55;Infeasible;-0.29794225382460676
56;Infeasible;-0.25641025641025644
57;Infeasible;-0.31625727213962507
58;Infeasible;-0.32051282051282054
59;Infeasible;-0.347985347985348
60;Infeasible;-0.32541478129713425
61;Infeasible;-0.32051282051282054
62;Infeasible;-0.22893772893772893
63;Infeasible;-0.29304029304029305
64;Infeasible;-0.3895173453996983
65;Infeasible;-0.3895173453996983
66;Infeasible;-0.29794225382460676
67;Infeasible;-0.2887847446670976
68;Infeasible;-0.2747252747252747
69;Infeasible;-0.2838827838827839
70;Infeasible;-0.3388278388278388
71;Infeasible;-0.2747252747252747
72;Infeasible;-0.2796272355095884
