Candidate;Population;Fitness
73;Infeasible;-0.32051282051282054
74;Infeasible;-0.22893772893772893
75;Infeasible;-0.2197802197802198
76;Infeasible;-0.26556776556776557
77;Infeasible;-0.2704697263520793
78;Infeasible;-0.32051282051282054
79;Infeasible;-0.2747252747252747
80;Infeasible;-0.21062271062271062
81;Infeasible;-0.2747252747252747
82;Infeasible;-0.32051282051282054
83;Infeasible;-0.2747252747252747
84;Infeasible;-0.2838827838827839
85;Infeasible;-0.2838827838827839
86;Infeasible;-0.26556776556776557
87;Infeasible;-0.2838827838827839
88;Infeasible;-0.32967032967032966
89;Infeasible;-0.21062271062271062
90;Infeasible;-0.32967032967032966
91;Infeasible;-0.18315018315018317
92;Infeasible;-0.29794225382460676
93;Infeasible;-0.29794225382460676
94;Infeasible;-0.2887847446670976
95;Infeasible;-0.1923076923076923
96;Infeasible;-0.32541478129713425
97;Infeasible;-0.2796272355095884
98;Infeasible;-0.25641025641025644
99;Infeasible;-0.22893772893772893
100;Infeasible;-0.3021978021978022
101;Infeasible;-0.2197802197802198
102;Infeasible;-0.25215470803706097
103;Infeasible;-0.2704697263520793
104;Infeasible;-0.23809523809523805
105;Infeasible;-0.3028442146089205
106;Infeasible;-0.18315018315018317
107;Infeasible;-0.347985347985348
108;Infeasible;-0.2704697263520793
109;Infeasible;-0.2747252747252747
110;Infeasible;-0.3895173453996983
111;Infeasible;-0.31625727213962507
112;Infeasible;-0.29794225382460676
113;Infeasible;-0.2704697263520793
114;Infeasible;-0.3895173453996983
115;Infeasible;-0.2747252747252747
116;Infeasible;-0.25641025641025644
117;Infeasible;-0.2704697263520793
118;Infeasible;-0.23809523809523805
119;Infeasible;-0.23809523809523805
120;Infeasible;-0.29794225382460676
121;Infeasible;-0.3028442146089205
122;Infeasible;-0.3388278388278388
123;Infeasible;-0.32967032967032966
124;Infeasible;-0.3895173453996983
125;Infeasible;-0.26556776556776557
126;Infeasible;-0.2838827838827839
127;Infeasible;-0.2197802197802198
128;Infeasible;-0.29794225382460676
129;Infeasible;-0.24725274725274726
130;Infeasible;-0.26556776556776557
131;Infeasible;-0.23809523809523805
132;Infeasible;-0.2747252747252747
133;Infeasible;-0.23809523809523805
134;Infeasible;-0.24725274725274726
135;Infeasible;-0.2197802197802198
136;Infeasible;-0.29304029304029305
137;Infeasible;-0.2747252747252747
138;Infeasible;-0.2197802197802198
139;Infeasible;-0.29304029304029305
140;Infeasible;-0.26556776556776557
141;Infeasible;-0.1923076923076923
142;Infeasible;-0.21062271062271062
143;Infeasible;-0.25641025641025644
144;Infeasible;-0.2197802197802198
145;Infeasible;-0.22893772893772893
146;Infeasible;-0.26556776556776557
147;Infeasible;-0.2197802197802198
148;Infeasible;-0.20146520146520144
149;Infeasible;-0.26556776556776557
150;Infeasible;-0.2796272355095884
151;Infeasible;-0.2704697263520793
152;Infeasible;-0.23809523809523805
153;Infeasible;-0.22893772893772893
154;Infeasible;-0.31625727213962507
155;Infeasible;-0.347985347985348
156;Infeasible;-0.2338396897220427
157;Infeasible;-0.23809523809523805
158;Infeasible;-0.23809523809523805
159;Infeasible;-0.3028442146089205
160;Infeasible;-0.2796272355095884
161;Infeasible;-0.3388278388278388
162;Infeasible;-0.24725274725274726
163;Infeasible;-0.2747252747252747
164;Infeasible;-0.21062271062271062
165;Infeasible;-0.20146520146520144
166;Infeasible;-0.2704697263520793
167;Infeasible;-0.2197802197802198
168;Infeasible;-0.23809523809523805
169;Infeasible;-0.2747252747252747
170;Infeasible;-0.3388278388278388
171;Infeasible;-0.347985347985348
172;Infeasible;-0.3895173453996983
173;Infeasible;-0.2704697263520793
174;Infeasible;-0.2246821805645335
175;Infeasible;-0.2838827838827839
176;Infeasible;-0.21062271062271062
177;Infeasible;-0.2747252747252747
178;Infeasible;-0.2747252747252747
179;Infeasible;-0.3388278388278388
180;Infeasible;-0.2838827838827839
181;Infeasible;-0.31625727213962507
182;Infeasible;-0.25641025641025644
183;Infeasible;-0.2747252747252747
184;Infeasible;-0.3388278388278388
185;Infeasible;-0.2796272355095884
186;Infeasible;-0.2747252747252747
187;Infeasible;-0.21062271062271062
188;Infeasible;-0.2704697263520793
189;Infeasible;-0.2838827838827839
190;Infeasible;-0.23809523809523805
191;Infeasible;-0.22893772893772893
192;Infeasible;-0.2747252747252747
193;Infeasible;-0.3388278388278388
194;Infeasible;-0.29794225382460676
195;Infeasible;-0.2747252747252747
196;Infeasible;-0.23809523809523805
197;Infeasible;-0.22893772893772893
198;Infeasible;-0.2704697263520793
199;Infeasible;-0.2197802197802198
