Pop;Iter;Min;Max;Avg
Inf;1;-0.14531848242255482;-0.041643876485505445;-0.08451842275371688
Inf;2;-0.14531848242255482;-0.041643876485505445;-0.08078290487792748
Inf;3;-0.13400626522798467;-0.041643876485505445;-0.08067102580677242
Inf;4;-0.12132663716374123;-0.035304062453383724;-0.06618268609218834
Inf;5;-0.09596738103525433;-0.02262443438914027;-0.05418676346278156
Inf;6;-0.08328775297101089;-0.02262443438914027;-0.045422902888966235
Inf;7;-0.08328775297101089;-0.02262443438914027;-0.039263338471483264
Inf;8;-0.07197553577644075;-0.02262443438914027;-0.03625503455820198
Inf;9;-0.07197553577644075;-0.02262443438914027;-0.03639177564516931
Inf;10;-0.07197553577644075;-0.02262443438914027;-0.037951867137387504
Inf;11;-0.06339814032121724;-0.02262443438914027;-0.03573293222614489
Inf;12;-0.06339814032121724;-0.01267962806424345;-0.03586967331311222
Inf;13;-0.06339814032121724;-0.02262443438914027;-0.03545945005221023
Fea;13;0.5170071490012463;0.5170071490012463;0.5170071490012463
Inf;14;-0.06339814032121724;-0.01267962806424345;-0.03439659887623688
Fea;14;0.5170071490012463;0.5170071490012463;0.5170071490012463
Inf;15;-0.0507185122569738;-0.01267962806424345;-0.03312863606981255
Fea;15;0.5170071490012463;0.5178618498559472;0.5174344994285968
Inf;16;-0.0507185122569738;-0.01267962806424345;-0.033128636069812534
Fea;16;0.5170071490012463;0.5188608508549482;0.5177197697138671
Inf;17;-0.0507185122569738;-0.011312217194570135;-0.030934563174382174
Fea;17;0.5170071490012463;0.5188608508549482;0.5175929829204136
Inf;18;-0.04661627964795386;-0.011312217194570135;-0.030953209686241358
Fea;18;0.5170071490012463;0.5293833442345843;0.5182634783026885
Inf;19;-0.04661627964795386;-0.011312217194570135;-0.029188006563572167
Fea;19;0.5170071490012463;0.5293833442345843;0.5196434568326092
Inf;20;-0.04661627964795386;-0.011312217194570135;-0.029890358510268007
Fea;20;0.5170071490012463;0.5298613654918264;0.521939272059632
Inf;21;-0.04661627964795386;-0.011312217194570135;-0.02925637710705583
Fea;21;0.5170071490012463;0.5413828598704635;0.5241082908487614
Inf;22;-0.05656108597285068;-0.011312217194570135;-0.02805678484411516
Fea;22;0.5170071490012463;0.5413828598704635;0.5258706428412722
Inf;23;-0.04661627964795386;-0.011312217194570135;-0.023737009596738107
Fea;23;0.5170071490012463;0.5413828598704635;0.5293601722005898
Inf;24;-0.04661627964795386;-0.011312217194570135;-0.02620456466610313
Fea;24;0.5188177193832453;0.5485889870765909;0.5304491806551822
Inf;25;-0.04661627964795386;-0.011312217194570135;-0.03002709959723534
Fea;25;0.5168263773919033;0.5485889870765909;0.530780646859693
Inf;26;-0.04661627964795386;-0.011312217194570135;-0.031295062403659694
Fea;26;0.5168263773919033;0.5598355183231221;0.533563113680782
Inf;27;-0.057928496842523984;-0.011312217194570135;-0.03348913529909006
Fea;27;0.5131574995844214;0.5598355183231221;0.5331795607412708
Inf;28;-0.057928496842523984;-0.011312217194570135;-0.033215653125155384
Fea;28;0.5131574995844214;0.5598355183231221;0.536735888703524
Inf;29;-0.04661627964795386;-0.011312217194570135;-0.03208443140569838
Fea;29;0.5131574995844214;0.5598355183231221;0.5412729227924296
Inf;30;-0.0592959077121973;-0.011312217194570135;-0.031158321316692356
Fea;30;0.5131574995844214;0.5598355183231221;0.5380845973346455
Inf;31;-0.0592959077121973;-0.011312217194570135;-0.028261896474566162
Fea;31;0.5166173730442948;0.5626428559130684;0.5414911539072614
Inf;32;-0.04661627964795386;-0.011312217194570135;-0.02889587787777833
Fea;32;0.5168263773919033;0.5626428559130684;0.5472843192187187
Inf;33;-0.04661627964795386;-0.011312217194570135;-0.02726741584207647
Fea;33;0.5168263773919033;0.5626428559130684;0.5509070156714476
Inf;34;-0.035304062453383724;-0.011312217194570135;-0.02536547163243995
Fea;34;0.5108323713978973;0.5634319219195256;0.5524735842559995
Inf;35;-0.035304062453383724;-0.011312217194570135;-0.022263935159862754
Fea;35;0.5168263773919033;0.5663576628452667;0.5552934498702122
Inf;36;-0.04661627964795386;-0.011312217194570135;-0.02106434289692208
Fea;36;0.5168263773919033;0.5663576628452667;0.5494864084456101
Inf;37;-0.035304062453383724;-0.011312217194570135;-0.018801899458008052
Fea;37;0.5168263773919033;0.5663576628452667;0.5480368231078034
Inf;38;-0.035304062453383724;-0.011312217194570135;-0.01887027000149172
Fea;38;0.5326378674891076;0.5663576628452667;0.553735608809836
Inf;39;-0.04661627964795386;-0.011312217194570135;-0.020069862264432397
Fea;39;0.5324256352768755;0.5679486023617195;0.552776493452321
Inf;40;-0.035304062453383724;-0.011312217194570135;-0.01837302968524688
Fea;40;0.5324256352768755;0.5705228976105015;0.5499527201697585
Inf;41;-0.035304062453383724;-0.011312217194570135;-0.01950425140470389
Fea;41;0.5324256352768755;0.5705228976105015;0.5510101967047675
Inf;42;-0.035304062453383724;-0.011312217194570135;-0.021132713440405744
Fea;42;0.5326378674891076;0.571745359359279;0.554622668430603
Inf;43;-0.035304062453383724;-0.011312217194570135;-0.020635473124160898
Fea;43;0.5380233622252517;0.571745359359279;0.5561852659126966
Inf;44;-0.047983690517627166;-0.011312217194570135;-0.0237370095967381
Fea;44;0.5218600104255363;0.5753417629556825;0.5530677052643032
Inf;45;-0.03667147332305703;-0.011312217194570135;-0.023600268509770768
Fea;45;0.5218600104255363;0.5753417629556825;0.556326900905522
Inf;46;-0.03667147332305703;-0.011312217194570135;-0.022108547561036248
Fea;46;0.5306574035086435;0.5753417629556825;0.5571125031276553
Inf;47;-0.03667147332305703;-0.011312217194570135;-0.021611307244791413
Fea;47;0.536066785793026;0.5753417629556825;0.5579949891090148
Inf;48;-0.049351101387300485;-0.011312217194570135;-0.02457610263040127
Fea;48;0.5364263012775414;0.5767878576504614;0.5602401557701382
Inf;49;-0.049351101387300485;-0.011312217194570135;-0.023016011138183082
Fea;49;0.5364263012775414;0.5785163661302857;0.5559045191308034
Inf;50;-0.049351101387300485;-0.011312217194570135;-0.024010491770672764
Fea;50;0.5364263012775414;0.5785163661302857;0.5595558062555607
Inf;51;-0.04661627964795386;-0.011312217194570135;-0.026272935209586797
Fea;51;0.5364263012775414;0.5839442715581911;0.5633475388010936
Inf;52;-0.0592959077121973;-0.011312217194570135;-0.026975287156282633
Fea;52;0.5373152271664673;0.5839442715581911;0.5685804332802178
Inf;53;-0.049351101387300485;-0.011312217194570135;-0.027248769330217294
Fea;53;0.5373152271664673;0.5868038303001027;0.5700758693593133
Inf;54;-0.049351101387300485;-0.011312217194570135;-0.02921908408333747
Fea;54;0.5597302054541728;0.5868038303001027;0.5746415817191941
Inf;55;-0.049351101387300485;-0.011312217194570135;-0.028585102680125297
Fea;55;0.5597302054541728;0.5900601589548667;0.576102355497444
Inf;56;-0.049351101387300485;-0.011312217194570135;-0.02548356620754811
Fea;56;0.5597394399171889;0.5900601589548667;0.5780528122288039
Inf;57;-0.03667147332305703;-0.011312217194570135;-0.025502212719407287
Fea;57;0.5589402391179881;0.5928010077258516;0.5755055681042709
Inf;58;-0.04661627964795386;-0.011312217194570135;-0.023308139823976927
Fea;58;0.5589402391179881;0.594671140876773;0.5779868755845228
Inf;59;-0.04661627964795386;-0.011312217194570135;-0.024644473173884938
Fea;59;0.5589886755300608;0.5978457440513761;0.5812425666262862
Inf;60;-0.057928496842523984;-0.011312217194570135;-0.026906916612798964
Fea;60;0.5325915537457482;0.5997296189066795;0.5788787153789646
Inf;61;-0.057928496842523984;-0.011312217194570135;-0.026975287156282623
Fea;61;0.5325915537457482;0.6011184046146771;0.5845575404880371
Inf;62;-0.057928496842523984;-0.011312217194570135;-0.03036895231465367
Fea;62;0.5605476329234572;0.6085998120960846;0.590052248149046
Inf;63;-0.057928496842523984;-0.011312217194570135;-0.0312764158918005
Fea;63;0.5605476329234572;0.6085998120960846;0.590221035484695
Inf;64;-0.057928496842523984;-0.011312217194570135;-0.03134478643528417
Fea;64;0.5658553273138645;0.6085998120960846;0.5909810813544327
Inf;65;-0.057928496842523984;-0.011312217194570135;-0.033041619014469684
Fea;65;0.5658553273138645;0.6085998120960846;0.5879304057591554
Inf;66;-0.057928496842523984;-0.011312217194570135;-0.029511212769131316
Fea;66;0.5658553273138645;0.6085998120960846;0.5911517253514569
Inf;67;-0.057928496842523984;-0.011312217194570135;-0.03000845308537616
Fea;67;0.5658553273138645;0.6126346290464972;0.5948182147443389
Inf;68;-0.04661627964795386;-0.011312217194570135;-0.025912435980309283
Fea;68;0.5658553273138645;0.6126346290464972;0.5964001923720368
Inf;69;-0.04661627964795386;-0.011312217194570135;-0.025707324349858285
Fea;69;0.5658553273138645;0.6126346290464972;0.6022027252540535
Inf;70;-0.0592959077121973;-0.011312217194570135;-0.02514171349012978
Fea;70;0.5658553273138645;0.6153051861733532;0.6023828288327604
Inf;71;-0.047983690517627166;-0.011312217194570135;-0.021542936701307743
Fea;71;0.5658553273138645;0.6156791804562413;0.6011082869042017
Inf;72;-0.047983690517627166;-0.011312217194570135;-0.02287927005121575
Fea;72;0.5713407337079776;0.6156791804562413;0.6053761384735293
Inf;73;-0.04524886877828054;-0.011312217194570135;-0.022699020436577
Fea;73;0.5373997689048656;0.6184847188559913;0.6037468228398031
Inf;74;-0.04661627964795386;-0.011312217194570135;-0.02598080652379295
Fea;74;0.5397973713024681;0.6220809975772701;0.6027523691988766
Inf;75;-0.04661627964795386;-0.011312217194570135;-0.025620307294515438
Fea;75;0.5397973713024681;0.623101731533069;0.6056663352708773
Inf;76;-0.04661627964795386;-0.011312217194570135;-0.0239421212271891
Fea;76;0.5830732997518204;0.623101731533069;0.6094714786085065
Inf;77;-0.04661627964795386;-0.011312217194570135;-0.023737009596738103
Fea;77;0.5870939743810829;0.623101731533069;0.6142594951899933
Inf;78;-0.04661627964795386;-0.011312217194570135;-0.024165879369499276
Fea;78;0.5949257924301259;0.625871934814636;0.6150757535135913
Inf;79;-0.04661627964795386;-0.011312217194570135;-0.025433842175923628
Fea;79;0.5949257924301259;0.6259422878021966;0.6176859542149192
Inf;80;-0.04661627964795386;-0.011312217194570135;-0.027969767788772314
Fea;80;0.5984489359532694;0.6259422878021966;0.6189949171083783
Inf;81;-0.04661627964795386;-0.011312217194570135;-0.02923773059519666
Fea;81;0.6124611023210114;0.6299398300287762;0.6207338070557171
Inf;82;-0.04661627964795386;-0.011312217194570135;-0.027180398786733628
Fea;82;0.6124611023210114;0.6299398300287762;0.6204432136815432
Inf;83;-0.04661627964795386;-0.011312217194570135;-0.026975287156282633
Fea;83;0.598600669994272;0.630040052411325;0.6216701577117993
Inf;84;-0.04661627964795386;-0.011312217194570135;-0.026906916612798964
Fea;84;0.6124611023210114;0.630040052411325;0.6254312821242521
Inf;85;-0.04661627964795386;-0.011312217194570135;-0.02486823131619512
Fea;85;0.6124611023210114;0.6355855176744639;0.6246045790840687
Inf;86;-0.04661627964795386;-0.011312217194570135;-0.027491173984386653
Fea;86;0.6031193593249914;0.6355855176744639;0.6255109258284539
Inf;87;-0.03393665158371041;-0.011312217194570135;-0.025589229774750137
Fea;87;0.6031193593249914;0.6355855176744639;0.6251683890397711
Inf;88;-0.04661627964795386;-0.011312217194570135;-0.0279884143006315
Fea;88;0.6012829156240785;0.6414951635841097;0.6267129020890777
Inf;89;-0.04661627964795386;-0.011312217194570135;-0.02685719258117449
Fea;89;0.6057313757705054;0.6414951635841097;0.6293801840214294
Inf;90;-0.04661627964795386;-0.011312217194570135;-0.028417284073392668
Fea;90;0.6131424402264604;0.6414951635841097;0.6314857444929577
Inf;91;-0.04661627964795386;-0.011312217194570135;-0.029119636020088508
Fea;91;0.6131424402264604;0.6414951635841097;0.6320775700702249
Inf;92;-0.04661627964795386;-0.011312217194570135;-0.026359952264929636
Fea;92;0.6131424402264604;0.6414951635841097;0.6311190465685003
Inf;93;-0.04661627964795386;-0.011312217194570135;-0.023531897966287102
Fea;93;0.61157048277215;0.6460905681795143;0.6331047266145513
Inf;94;-0.04661627964795386;-0.011312217194570135;-0.02162995375665059
Fea;94;0.61157048277215;0.6469987076590824;0.6335545289291554
Inf;95;-0.07060812490676745;-0.011312217194570135;-0.026067823579135792
Fea;95;0.6131424402264604;0.6492938093827555;0.636314986799085
Inf;96;-0.08192034210133758;-0.011312217194570135;-0.030095470140719012
Fea;96;0.6232835895635686;0.6492938093827555;0.6408073754591719
Inf;97;-0.0592959077121973;-0.011312217194570135;-0.0266334344388643
Fea;97;0.6232835895635686;0.6492938093827555;0.6409698280455071
Inf;98;-0.057928496842523984;-0.011312217194570135;-0.02260578787728109
Fea;98;0.6232835895635686;0.653227337614985;0.641629001441326
Inf;99;-0.057928496842523984;-0.011312217194570135;-0.022108547561036244
Fea;99;0.5764525455152475;0.6570273456877204;0.6370280802615145
Inf;100;-0.03393665158371041;-0.011312217194570135;-0.021766694843617918
Fea;100;0.6235808925235936;0.6582811957938433;0.6412271916706234
Inf;101;-0.03393665158371041;-0.011312217194570135;-0.02190343593058525
Fea;101;0.6235808925235936;0.6582811957938433;0.6435535696873119
Inf;102;-0.04524886877828054;-0.011312217194570135;-0.022742528964248422
