G;NAMCTB009-13SA;Cálculo Numérico;Q1;Noturno;SA;4;segunda das 19:00 às 21:00, sala S - 205-0, semanal/quarta das 21:00 às 23:00, sala S - 205-0, semanal ;0
G;NBMCTB009-13SA;Cálculo Numérico;Q1;Noturno;SA;4;segunda das 21:00 às 23:00, sala S - 207-0, semanal/quarta das 19:00 às 21:00, sala S - 207-0, semanal ;0
G;NAMCTB009-17SA;Cálculo Numérico;Q2;Noturno;SA;4;quarta das 19:00 às 21:00, Lab. A - 105-0, semanal/sexta das 21:00 às 23:00, Lab. S - 211-0, semanal ;0
G;NBMCTB009-17SA;Cálculo Numérico;Q2;Noturno;SA;4;quarta das 21:00 às 23:00, Lab. A - 105-0, semanal/sexta das 19:00 às 21:00, Lab. S - 207-0, semanal ;0
G;DAMCZC016-15SB;Neurociência da Cognição Musical;Q2;Diurno;SB;2;sexta das 14:00 às 16:00, Lab. A2-S305-SB, semanal ;0
G;NAMCZC016-15SB;Neurociência da Cognição Musical;Q2;Noturno;SB;2;sexta das 19:00 às 21:00, Lab. A2-S307-SB, semanal ;0
EX;;Projeto Ativamente UFABC;Q3;;;2;0;Terça das 14:00 às18:00, Lab. 407-2
G;NA3BCS0002-15SA;Projeto Dirigido;Q2;Noturno;SA;2;segunda das 21:00 às 23:00, sala S - 210-0, semanal ;0
G;NB2BCS0002-15SA;Projeto Dirigido;Q2;Noturno;SA;2;segunda das 19:00 às 21:00, sala S - 307-1, semanal ;0
G;NA3BCN0407-15SA;Funções de Várias Variáveis;Q1;Noturno;SA;4;segunda das 21:00 às 23:00, sala A - 103-0, semanal/quinta das 19:00 às 21:00, sala A - 103-0, semanal ;0
G;NB3BCN0407-15SA;Funções de Várias Variáveis;Q1;Noturno;SA;4;segunda das 19:00 às 21:00, sala A - 106-0, semanal/quinta das 21:00 às 23:00, sala A - 106-0, semanal ;0
G;;Coordenador de Funções de Várias Variáveis;Q1;Noturno;SA;3;0;Terça das 14:00 às18:00, Lab. 407-2
G;NA3BCN0404-15SA;Geometria Analítica;Q3;Noturno;SA;3;segunda das 19:00 às 21:00, sala A - 103-0, quinzenal I/sexta das 19:00 às 21:00, sala A - 103-0, semanal ;0
G;NB3BCN0404-15SA;Geometria Analítica;Q3;Noturno;SA;3;segunda das 21:00 às 23:00, sala A - 106-0, quinzenal I/sexta das 21:00 às 23:00, sala A - 106-0, semanal ;0
G;DAMCZC007-15SB;Ergonomia Cognitiva;Q1;Diurno;SB;3;terca das 08:00 às 10:00, sala A1-S106-SB, semanal/sexta das 10:00 às 12:00, sala A1-S106-SB, semanal ;0
G;DAMCTC020-15SB;Psicologia Experimental;Q2;Diurno;SB;6;quarta das 10:00 às 12:00, Lab. A1-S105-SB, semanal ;sexta das 08:00 às 12:00, Lab. A1-L101-SB, semanal 
G;DAMCZC012-15SB;Sensação e Percepção;Q3;Diurno;SB;4;quarta das 10:00 às 12:00, sala A1-S106-SB, semanal/sexta das 08:00 às 10:00, sala A1-S106-SB, semanal ;0
G;DANHZ5020-15SA;Educação inclusiva;Q3;Diurno;SA;2;segunda das 14:00 às 16:00, sala S - 308-2, semanal ;0
G;DANHZ5020-15SB;Educação inclusiva;Q3;Diurno;SB;2;sexta das 16:00 às 18:00, sala A1-S103-SB, semanal ;0
G;NANHZ5020-15SA;Educação inclusiva;Q3;Noturno;SA;2;segunda das 19:00 às 21:00, sala S - 308-2, semanal ;0
G;NANHZ5020-15SB;Educação inclusiva;Q3;Noturno;SB;2;sexta das 19:00 às 21:00, sala A2-S308-SB, semanal ;0
G;DA3BCN0405-15SA;Introdução às Equações Diferenciais Ordinárias;Q2;Diurno;SA;4;terca das 08:00 às 10:00, Lab. A - 104-0, semanal/sexta das 10:00 às 12:00, Lab. A - 104-0, semanal ;0
G;DB3BCN0405-15SA;Introdução às Equações Diferenciais Ordinárias;Q2;Diurno;SA;4;terca das 10:00 às 12:00, Lab. A - 107-0, semanal/sexta das 08:00 às 10:00, Lab. A - 107-0, semanal ;0
G;NAMCTB021-17SA;Probabilidade;Q3;Noturno;SA;4;terca das 21:00 às 23:00, sala S - 502, semanal/quinta das 19:00 às 21:00, sala S - 502, semanal ;0
PG;;Equações Algébricas e Polinômios;Q3;Noturno;;4;0;Terça das 14:00 às18:00, Lab. 407-2
G;NA1BCN0407-15SA;Funções de Várias Variáveis;Q1;Noturno;SA;4;segunda das 21:00 às 23:00, sala A - 101-0, semanal/quinta das 19:00 às 21:00, sala A - 101-0, semanal ;0
G;NB1BCN0407-15SA;Funções de Várias Variáveis;Q1;Noturno;SA;4;segunda das 19:00 às 21:00, sala A - 107-0, semanal/quinta das 21:00 às 23:00, sala A - 107-0, semanal ;0
G;DAMCTB011-17SA;Equações Diferenciais Ordinárias;Q3;Diurno;SA;4;terca das 08:00 às 10:00, sala S - 502, semanal/sexta das 10:00 às 12:00, sala S - 502, semanal ;0
G;DANHZ3002-15SA;Dinâmica Não Linear e Caos;Q3;Diurno;SA;4;quarta das 14:00 às 16:00, sala S - 310-3, semanal/sexta das 14:00 às 16:00, sala S - 308-3, semanal ;0
G;DA1BCM0505-15SB;Processamento da Informação;Q2;Diurno;SB;3;terca das 08:00 às 10:00, sala A2-S105-SB, semanal/sexta das 10:00 às 12:00, sala A2-S105-SB, quinzenal I;quinta das 10:00 às 12:00, sala A2-L003-SB, semanal 
G;DB9BIS0005-15SA;Bases Computacionais da Ciência;Q2;Diurno;SA;2;0;segunda das 08:00 às 10:00, Lab. L501, semanal 
G;NA6BIS0005-15SA;Bases Computacionais da Ciência;Q2;Noturno;SA;2;0;segunda das 21:00 às 23:00, Lab. L703, semanal 
G;NB9BIS0005-15SA;Bases Computacionais da Ciência;Q2;Noturno;SA;2;0;segunda das 19:00 às 21:00, Lab. L501, semanal 
G;NAMCZA016-15SA;Gestão de projetos de software;Q3;Noturno;SA;4;segunda das 19:00 às 21:00, sala S - 301-3, semanal/quinta das 21:00 às 23:00, sala S - 301-3, semanal ;0
G;DAMCZA019-17SA;Programação para Web;Q3;Diurno;SA;4;quarta das 08:00 às 10:00, sala S - 301-3, semanal ;segunda das 10:00 às 12:00, lab. 407-2, semanal 
G;DAMCZA020-13SA;Programação Paralela;Q1;Diurno;SA;4;0;segunda das 10:00 às 12:00, sala 408-2, semanal/quinta das 08:00 às 10:00, sala 408-2, semanal 
G;DA3BIS0005-15SB;Bases Computacionais da Ciência;Q2;Diurno;SB;2;0;terca das 10:00 às 12:00, sala A2-L001-SB, semanal 
G;DB3BIS0005-15SB;Bases Computacionais da Ciência;Q2;Diurno;SB;2;0;terca das 08:00 às 10:00, sala A2-L003-SB, semanal 
PG;CCM303D172;Programação Paralela e Concorrente;Q2;;SA;4;#N/D;#N/D
G;NAMCZC013-15SB;Memória e Aprendizagem;Q1;Noturno;SB;4;segunda das 19:00 às 21:00, sala A1-S106-SB, semanal/quarta das 19:00 às 21:00, sala A1-S106-SB, semanal ;0
G;DAMCTC018-15SB;Neuropsicofarmacologia;Q2;Diurno;SB;4;terca das 08:00 às 10:00, Lab. A1-S105-SB, semanal/quinta das 10:00 às 12:00, Lab. A1-S105-SB, semanal ;0
G;NAMCTC018-15SB;Neuropsicofarmacologia;Q2;Noturno;SB;4;terca das 19:00 às 21:00, Lab. A1-S105-SB, semanal/quinta das 21:00 às 23:00, Lab. A1-S105-SB, semanal ;0
G;DAMCTC024-15SB;Neuroetologia;Q3;Diurno;SB;4;terca das 10:00 às 12:00, sala A2-S308-SB, semanal/quinta das 08:00 às 10:00, sala A2-S308-SB, semanal ;0
G;DAMCTD006-13SA;Fundamentos de Análise;Q1;Diurno;SA;4;segunda das 10:00 às 12:00, sala S - 305-2, semanal/quarta das 08:00 às 10:00, sala S - 305-2, semanal ;0
G;NAMCTD006-13SA;Fundamentos de Análise;Q1;Noturno;SA;4;segunda das 21:00 às 23:00, sala S - 305-2, semanal/quarta das 19:00 às 21:00, sala S - 305-2, semanal ;0
G;NAMCTD011-13SA;Práticas de Ensino de Matemática no Ensino Fundamental;Q1;Noturno;SA;4;0;segunda das 19:00 às 21:00, sala 401-2, semanal/quarta das 21:00 às 23:00, sala 401-2, semanal 
G;NAMCTD012-13SA;Práticas de Ensino de Matemática II;Q3;Noturno;SA;3;0;terca das 19:30 às 21:00, lab. 401-2, semanal/quarta das 21:00 às 22:30, lab. 401-2, semanal 
G;NAMCTD015-13SA;Tendências em Educação Matemática;Q3;Noturno;SA;4;0;terca das 21:00 às 23:00, lab. 401-2, semanal/quarta das 19:00 às 21:00, lab. 401-2, semanal 
G;DABCN0405-15SB;Introdução às Equações Diferenciais Ordinárias;Q2;Diurno;SB;4;terca das 08:00 às 10:00, Lab. A2-S105-SB, semanal/sexta das 10:00 às 12:00, Lab. A2-S105-SB, semanal ;0
G;DBBCN0405-15SB;Introdução às Equações Diferenciais Ordinárias;Q2;Diurno;SB;4;terca das 10:00 às 12:00, Lab. A2-S201-SB, semanal/sexta das 08:00 às 10:00, Lab. A2-S201-SB, semanal ;0
G;DA2BCN0404-15SA;Geometria Analítica;Q3;Diurno;SA;3;segunda das 08:00 às 10:00, sala A - 101-0, quinzenal I/sexta das 08:00 às 10:00, sala A - 101-0, semanal ;0
G;DB2BCN0404-15SA;Geometria Analítica;Q3;Diurno;SA;3;segunda das 10:00 às 12:00, sala A - 105-0, quinzenal I/sexta das 10:00 às 12:00, sala A - 105-0, semanal ;0
G;DAMCTB015-13SA;Funções de Variáveis Complexas;Q1;Diurno;SA;6;segunda das 08:00 às 10:00, sala S - 501, semanal/quarta das 10:00 às 12:00, sala S - 501, semanal/sexta das 08:00 às 10:00, sala S - 501, semanal ;0
G;DA2BIN0406-15SA;Introdução à Probabilidade e à Estatística;Q2;Diurno;SA;3;terca das 10:00 às 12:00, Lab. S - 211-0, quinzenal II/quarta das 08:00 às 10:00, Lab. S - 211-0, semanal ;0
G;DB2BIN0406-15SA;Introdução à Probabilidade e à Estatística;Q2;Diurno;SA;3;terca das 08:00 às 10:00, Lab. A - 114-0, quinzenal II/quarta das 10:00 às 12:00, Lab. A - 114-0, semanal ;0
G;DA3BCN0402-15SA;Funções de Uma Variável;Q3;Diurno;SA;4;terca das 10:00 às 12:00, sala A - 103-0, semanal/quinta das 08:00 às 10:00, sala A - 103-0, semanal ;0
G;DB3BCN0402-15SA;Funções de Uma Variável;Q3;Diurno;SA;4;terca das 08:00 às 10:00, sala A - 106-0, semanal/quinta das 10:00 às 12:00, sala A - 106-0, semanal ;0
G;NAMCTB004-13SA;Análise no Rn I;Q1;Noturno;SA;4;terca das 19:00 às 21:00, sala S - 501, semanal/quinta das 21:00 às 23:00, sala S - 501, semanal ;0
G;DA1BIS0003-15SA;Bases Matemáticas;Q2;Diurno;SA;4;terca das 10:00 às 12:00, Lab. A - 101-0, semanal/sexta das 08:00 às 10:00, Lab. A - 101-0, semanal ;0
G;DB1BIS0003-15SA;Bases Matemáticas;Q2;Diurno;SA;4;terca das 08:00 às 10:00, Lab. A - 105-0, semanal/sexta das 10:00 às 12:00, Lab. A - 105-0, semanal ;0
G;NAMCTB006-13SA;Análise Real II;Q3;Noturno;SA;4;terca das 19:00 às 21:00, sala S - 501, semanal/quinta das 21:00 às 23:00, sala S - 501, semanal ;0
G;DAMCZB030-13SA;Teoria Axiomática dos Conjuntos;Q1;Diurno;SA;4;terca das 08:00 às 10:00, sala L704, semanal/sexta das 10:00 às 12:00, sala L704, semanal ;0
G;NA1BIS0003-15SA;Bases Matemáticas;Q2;Noturno;SA;4;terca das 21:00 às 23:00, Lab. A - 101-0, semanal/sexta das 19:00 às 21:00, Lab. A - 101-0, semanal ;0
G;NB1BIS0003-15SA;Bases Matemáticas;Q2;Noturno;SA;4;terca das 19:00 às 21:00, Lab. A - 105-0, semanal/sexta das 21:00 às 23:00, Lab. A - 105-0, semanal ;0
PG;MAT160M172;Topologia Geral;Q2;;SA;4;#N/D;#N/D
G;DA6BCM0505-15SA;Processamento da Informação;Q1;Diurno;SA;2;terca das 08:00 às 10:00, sala A - 102-0, semanal/sexta das 10:00 às 12:00, sala A - 102-0, quinzenal I;quinta das 10:00 às 12:00, sala 409-2, semanal 
G;DB4BCM0505-15SA;Processamento da Informação;Q1;Diurno;SA;2;terca das 10:00 às 12:00, sala A - 105-0, semanal/sexta das 08:00 às 10:00, sala A - 105-0, quinzenal I;quinta das 08:00 às 10:00, sala L504, semanal 
G;NA6BCM0505-15SA;Processamento da Informação;Q1;Noturno;SA;2;terca das 19:00 às 21:00, sala A - 102-0, semanal/sexta das 21:00 às 23:00, sala A - 102-0, quinzenal I;quinta das 21:00 às 23:00, sala L506, semanal 
G;NB4BCM0505-15SA;Processamento da Informação;Q1;Noturno;SA;2;terca das 21:00 às 23:00, sala A - 108-0, semanal/sexta das 19:00 às 21:00, sala A - 108-0, quinzenal I;quinta das 19:00 às 21:00, sala L504, semanal 
EX;;Internet e Tecnologias Web;Q1;;SA;4,75;0;Terça das 14:00 às18:00, Lab. 407-2
G;DAMCTA010-15SA;Engenharia de Software;Q1;Diurno;SA;4;terca das 10:00 às 12:00, sala S - 301-2, semanal/sexta das 08:00 às 10:00, sala S - 301-2, semanal ;0
G;DB2BCM0506-15SA;Comunicação e Redes;Q2;Diurno;SA;3;segunda das 10:00 às 12:00, Lab. S - 213-0, semanal/terca das 08:00 às 10:00, Lab. S - 213-0, quinzenal I;0
G;NA3BCM0506-15SA;Comunicação e Redes;Q2;Noturno;SA;3;segunda das 19:00 às 21:00, Lab. S - 205-0, semanal/terca das 21:00 às 23:00, Lab. S - 205-0, quinzenal I;0
G;DAMCTA037-17SA;Banco de Dados;Q3;Diurno;SA;4;segunda das 08:00 às 10:00, sala S - 308-2, semanal/quinta das 10:00 às 12:00, sala S - 308-2, quinzenal II;quinta das 10:00 às 12:00, lab. 407-2, quinzenal I
G;NA1MCTA037-17SA;Banco de Dados;Q3;Noturno;SA;2;segunda das 19:00 às 21:00, sala S - 206-0, semanal/quinta das 21:00 às 23:00, sala S - 206-0, quinzenal II;quinta das 21:00 às 23:00, lab. 407-2, quinzenal I
G;NAMCTA037-17SA;Banco de Dados;Q3;Noturno;SA;2;segunda das 19:00 às 21:00, sala S - 206-0, semanal/quinta das 21:00 às 23:00, sala S - 206-0, quinzenal II;quinta das 21:00 às 23:00, lab. 409-2, quinzenal I
PG;MAT112M171;Álgebra Linear e Multilinear;Q1;;SA;4;#N/D;#N/D
G;DA1MCTB010-13SA;Cálculo Vetorial e Tensorial;Q1;Diurno;SA;4;segunda das 10:00 às 12:00, sala A - 107-0, semanal/quinta das 08:00 às 10:00, sala A - 107-0, semanal ;0
G;DAMCTB003-17SA;Álgebra Linear Avançada II;Q3;Diurno;SA;4;terca das 10:00 às 12:00, sala S - 501, semanal/quinta das 08:00 às 10:00, sala S - 501, semanal ;0
G;DANHZ3019-15SA;Fundamentos da Mecânica dos Fluidos;Q3;Diurno;SA;4;terca das 08:00 às 10:00, sala S - 308-3, semanal/quinta das 10:00 às 12:00, sala S - 308-3, semanal ;0
G;NA1BIS0005-15SA;Bases Computacionais da Ciência;Q2;Noturno;SA;2;0;segunda das 21:00 às 23:00, Lab. L502, semanal 
G;NB1BIS0005-15SA;Bases Computacionais da Ciência;Q2;Noturno;SA;2;0;segunda das 19:00 às 21:00, Lab. L502, semanal 
PG;CCM007M172;Fundamentos de Matemática para a Computação;Q2;;SA;4;#N/D;#N/D
G;DA1MCTA014-15SA;Inteligência Artificial;Q3;Diurno;SA;2;segunda das 10:00 às 12:00, sala S - 301-2, semanal/quarta das 08:00 às 10:00, sala S - 302-2, quinzenal II;quarta das 08:00 às 10:00, lab. 408-2, quinzenal I
G;DAMCTA014-15SA;Inteligência Artificial;Q3;Diurno;SA;2;segunda das 10:00 às 12:00, sala S - 301-2, semanal/quarta das 08:00 às 10:00, sala S - 302-2, quinzenal II;quarta das 08:00 às 10:00, lab. 407-2, quinzenal I
G;NA1MCTA014-15SA;Inteligência Artificial;Q3;Noturno;SA;2;segunda das 21:00 às 23:00, sala S - 214-0, semanal/quarta das 19:00 às 21:00, sala S - 214-0, quinzenal II;quarta das 19:00 às 21:00, lab. 409-2, quinzenal I
G;NAMCTA014-15SA;Inteligência Artificial;Q3;Noturno;SA;2;segunda das 21:00 às 23:00, sala S - 214-0, semanal/quarta das 19:00 às 21:00, sala S - 214-0, quinzenal II;quarta das 19:00 às 21:00, lab. 407-2, quinzenal I
G;;Estágio Supervisionado em Matemática - Ensino Fundamental;Q1;Noturno;SA;2;0;Terça das 14:00 às18:00, Lab. 407-2
G;DANHI5002-15SA;Didática;Q2;Diurno;SA;4;segunda das 08:00 às 10:00, Lab. A - 110-0, semanal/quarta das 10:00 às 12:00, Lab. A - 110-0, semanal ;0
G;;Coordenadora de Projeto Dirigido;Q2;;SA;2;0;Terça das 14:00 às18:00, Lab. 407-2
G;;Coordenadora de Projeto Dirigido;Q3;Noturno;;1;0;Terça das 14:00 às18:00, Lab. 407-2
G;NABIN0406-15SB;Introdução à Probabilidade e à Estatística;Q3;Noturno;SB;3;terca das 19:00 às 21:00, Lab. A2-S103-SB, quinzenal I/sexta das 21:00 às 23:00, Lab. A2-S103-SB, semanal ;0
G;NBBIN0406-15SB;Introdução à Probabilidade e à Estatística;Q3;Noturno;SB;3;terca das 21:00 às 23:00, Lab. A2-S104-SB, quinzenal I/sexta das 19:00 às 21:00, Lab. A2-S104-SB, semanal ;0
G;DA2BCN0402-15SA;Funções de Uma Variável;Q3;Diurno;SA;4;terca das 10:00 às 12:00, sala A - 101-0, semanal/quinta das 08:00 às 10:00, sala A - 101-0, semanal ;0
G;DB2BCN0402-15SA;Funções de Uma Variável;Q3;Diurno;SA;4;terca das 08:00 às 10:00, sala A - 105-0, semanal/quinta das 10:00 às 12:00, sala A - 105-0, semanal ;0
PG;CHS001M702;Métodos e Planejamento de Pesquisa;Q2;;SA;2;#N/D;#N/D
G;DANHZ5019-15SA;Tecnologias da Informação e Comunicação na Educação;Q2;Diurno;SA;3;terca das 10:00 às 11:30, Lab. S - 504, semanal/quinta das 08:30 às 10:00, Lab. S - 504, semanal ;0
G;NANHZ5019-15SA;Tecnologias da Informação e Comunicação na Educação;Q2;Noturno;SA;3;terca das 21:00 às 22:30, Lab. A - 110-0, semanal/quinta das 19:30 às 21:00, Lab. A - 110-0, semanal ;0
G;DANHT5004-15SA;Educação Científica, Sociedade e Cultura;Q3;Diurno;SA;4;segunda das 10:00 às 12:00, Lab. S - 305-3, semanal/quarta das 08:00 às 10:00, Lab. S - 305-3, semanal ;0
EX;;Antártica ou Antartida??;Q3;;SA;4;0;Terça das 14:00 às18:00, Lab. 407-2
G;NA2BCN0404-15SB;Geometria Analítica;Q3;Noturno;SB;3;segunda das 19:00 às 21:00, sala A1-S202-SB, quinzenal I/sexta das 19:00 às 21:00, sala A1-S202-SB, semanal ;0
G;;Coordenador de Geometria Analítica;Q3;Noturno;;3;0;Terça das 14:00 às18:00, Lab. 407-2
G;NAMCTB012-13SA;Equações Diferenciais Parciais;Q1;Noturno;SA;4;segunda das 19:00 às 21:00, sala S - 502, semanal/quinta das 21:00 às 23:00, sala S - 502, semanal ;0
G;DA4BIS0003-15SA;Bases Matemáticas;Q2;Diurno;SA;4;terca das 10:00 às 12:00, Lab. A - 104-0, semanal/sexta das 08:00 às 10:00, Lab. A - 104-0, semanal ;0
G;NA2BIS0003-15SB;Bases Matemáticas;Q2;Noturno;SB;4;terca das 21:00 às 23:00, Lab. A2-S105-SB, semanal/sexta das 19:00 às 21:00, Lab. A2-S105-SB, semanal ;0
G;NBBIS0003-15SB;Bases Matemáticas;Q2;Noturno;SB;4;terca das 19:00 às 21:00, Lab. A2-S201-SB, semanal/sexta das 21:00 às 23:00, Lab. A2-S201-SB, semanal ;0
G;DA1MCTC023-15SB;Neuroanatomia;Q1;Diurno;SB;1,5;quarta das 10:00 às 12:00, sala A2-S206-SB, quinzenal I/sexta das 08:00 às 10:00, sala A2-S206-SB, semanal ;quarta das 10:00 às 12:00, sala A1-L302-SB, quinzenal II
G;DAMCTC023-15SB;Neuroanatomia;Q1;Diurno;SB;2,5;quarta das 10:00 às 12:00, sala A2-S206-SB, quinzenal I/sexta das 08:00 às 10:00, sala A2-S206-SB, semanal ;quarta das 10:00 às 12:00, sala A1-L305-SB, quinzenal II
G;NA1MCTC023-15SB;Neuroanatomia;Q1;Noturno;SB;1,5;quarta das 21:00 às 23:00, sala A2-S307-SB, quinzenal I/sexta das 19:00 às 21:00, sala A2-S203-SB, semanal ;quarta das 21:00 às 23:00, sala A1-L302-SB, quinzenal II
G;NAMCTC023-15SB;Neuroanatomia;Q1;Noturno;SB;2,5;quarta das 21:00 às 23:00, sala A2-S307-SB, quinzenal I/sexta das 19:00 às 21:00, sala A2-S203-SB, semanal ;quarta das 21:00 às 23:00, sala A1-L305-SB, quinzenal II
G;DAMCTC007-15SB;Pesquisa e Comunicação Científica;Q2;Diurno;SB;2;terca das 10:00 às 12:00, Lab. A2-S305-SB, semanal ;0
G;NAMCTC007-15SB;Pesquisa e Comunicação Científica;Q2;Noturno;SB;2;terca das 21:00 às 23:00, Lab. A2-S204-SB, semanal ;0
G;NAMCTC020-15SB;Psicologia Experimental;Q2;Noturno;SB;2;quarta das 21:00 às 23:00, Lab. A1-S105-SB, semanal ;sexta das 19:00 às 23:00, Lab. A1-L101-SB, semanal 
G;DAMCZC002-15SB;Bases Neurais da Motricidade;Q3;Diurno;SB;4;terca das 08:00 às 10:00, sala A1-S106-SB, semanal/quinta das 10:00 às 12:00, sala A2-S302-SB, semanal ;0
EX;;Neurociência e Educação - Desmistificando o Cérebro;Q3;;;1;0;Terça das 14:00 às18:00, Lab. 407-2
G;DABCN0404-15SB;Geometria Analítica;Q1;Diurno;SB;3;segunda das 16:00 às 18:00, sala A2-S102-SB, quinzenal I/quinta das 14:00 às 16:00, sala A2-S102-SB, semanal ;0
G;DAMCTB009-17SB;Cálculo Numérico;Q2;Diurno;SB;4;segunda das 08:00 às 10:00, Lab. A2-S106-SB, semanal/quarta das 10:00 às 12:00, Lab. A2-S106-SB, semanal ;0
G;NAMCTB009-17SB;Cálculo Numérico;Q2;Noturno;SB;4;segunda das 19:00 às 21:00, Lab. A2-S106-SB, semanal/quarta das 21:00 às 23:00, Lab. A2-S106-SB, semanal ;0
G;NA1BCN0402-15SB;Funções de Uma Variável;Q3;Noturno;SB;4;terca das 21:00 às 23:00, sala A1-S201-SB, semanal/quinta das 19:00 às 21:00, sala A1-S201-SB, semanal ;0
G;NB1BCN0402-15SB;Funções de Uma Variável;Q3;Noturno;SB;4;terca das 19:00 às 21:00, sala A2-S101-SB, semanal/quinta das 21:00 às 23:00, sala A2-S101-SB, semanal ;0
G;DA1BCM0505-15SB;Processamento da Informação;Q2;Diurno;SB;2;terca das 08:00 às 10:00, sala A2-S105-SB, semanal/sexta das 10:00 às 12:00, sala A2-S105-SB, quinzenal I;quinta das 10:00 às 12:00, sala A2-L003-SB, semanal 
G;DAMCTA009-13SA;Computadores, Ética e Sociedade;Q2;Diurno;SA;2;terca das 10:00 às 12:00, Lab. S - 311-2, semanal ;0
G;NAMCTA009-13SA;Computadores, Ética e Sociedade;Q2;Noturno;SA;2;terca das 21:00 às 23:00, Lab. S - 311-2, semanal ;0
G;DAMCZA015-13SA;Mineração de Dados;Q2;Diurno;SA;4;terca das 08:00 às 10:00, Lab. S - 307-2, semanal ;quinta das 10:00 às 12:00, Lab. 409-2, semanal 
G;DA2BCM0504-15SB;Natureza da Informação;Q3;Diurno;SB;3;segunda das 08:00 às 10:00, sala A1-S202-SB, quinzenal II/quinta das 10:00 às 12:00, sala A1-S202-SB, semanal ;0
G;DA1MCTA014-15SA;Inteligência Artificial;Q3;Diurno;SA;1;segunda das 10:00 às 12:00, sala S - 301-2, semanal/quarta das 08:00 às 10:00, sala S - 302-2, quinzenal II;quarta das 08:00 às 10:00, lab. 408-2, quinzenal I
G;NA1MCTA014-15SA;Inteligência Artificial;Q3;Noturno;SA;1;segunda das 21:00 às 23:00, sala S - 214-0, semanal/quarta das 19:00 às 21:00, sala S - 214-0, quinzenal II;quarta das 19:00 às 21:00, lab. 409-2, quinzenal I
G;NABCN0404-15SB;Geometria Analítica;Q1;Noturno;SB;3;segunda das 21:00 às 23:00, sala A2-S102-SB, quinzenal I/quinta das 19:00 às 21:00, sala A2-S102-SB, semanal ;0
G;NBBCN0404-15SB;Geometria Analítica;Q1;Noturno;SB;3;segunda das 19:00 às 21:00, sala A2-S105-SB, quinzenal I/quinta das 21:00 às 23:00, sala A2-S105-SB, semanal ;0
G;NA3BIN0406-15SA;Introdução à Probabilidade e à Estatística;Q2;Noturno;SA;3;terca das 21:00 às 23:00, Lab. S - 205-0, quinzenal II/quarta das 19:00 às 21:00, Lab. S - 205-0, semanal ;0
G;NAMCTB020-17SA;Teoria da Medida e Integração;Q2;Noturno;SA;4;terca das 19:00 às 21:00, Lab. S - 502, semanal/sexta das 21:00 às 23:00, Lab. S - 502, semanal ;0
G;DAMCTB006-13SA;Análise Real II;Q3;Diurno;SA;4;terca das 08:00 às 10:00, sala S - 501, semanal/quinta das 10:00 às 12:00, sala S - 501, semanal ;0
G;NAMCTC014-13SB;Introdução à Inferência Estatística;Q1;Noturno;SB;4;terca das 21:00 às 23:00, sala A2-S106-SB, semanal/quinta das 19:00 às 21:00, sala A2-S106-SB, semanal ;0
G;NAMCZB028-13SA;Processos Estocásticos;Q1;Noturno;SA;4;terca das 19:00 às 21:00, sala L604, semanal/sexta das 21:00 às 23:00, sala L604, semanal ;0
G;NAMCTB008-17SA;Cálculo de Probabilidade;Q2;Noturno;SA;4;terca das 21:00 às 23:00, Lab. S - 501, semanal/sexta das 19:00 às 21:00, Lab. S - 501, semanal ;0
PG;;Matemática Discreta;Q2;;SA;4;0;Terça das 14:00 às18:00, Lab. 407-2
G;DABIN0406-15SB;Introdução à Probabilidade e à Estatística;Q3;Diurno;SB;3;terca das 08:00 às 10:00, Lab. A2-S103-SB, quinzenal I/sexta das 10:00 às 12:00, Lab. A2-S103-SB, semanal ;0
G;DBBIN0406-15SB;Introdução à Probabilidade e à Estatística;Q3;Diurno;SB;3;terca das 10:00 às 12:00, Lab. A2-S104-SB, quinzenal I/sexta das 08:00 às 10:00, Lab. A2-S104-SB, semanal ;0
G;DABCM0506-15SA;Comunicação e Redes;Q1;Diurno;SA;3;quarta das 16:00 às 18:00, sala A - 105-0, semanal/sexta das 14:00 às 16:00, sala A - 105-0, quinzenal II;0
G;NABCM0506-15SA;Comunicação e Redes;Q1;Noturno;SA;3;quarta das 21:00 às 23:00, sala A - 108-0, semanal/sexta das 19:00 às 21:00, sala A - 108-0, quinzenal II;0
G;NA2BCM0506-15SA;Comunicação e Redes;Q2;Noturno;SA;3;segunda das 19:00 às 21:00, Lab. S - 208-0, semanal/terca das 21:00 às 23:00, Lab. S - 208-0, quinzenal I;0
G;NA4BIS0005-15SA;Bases Computacionais da Ciência;Q2;Noturno;SA;2;0;segunda das 21:00 às 23:00, Lab. L505, semanal 
G;NAMCZA006-17SA;Computação Evolutiva e Conexionista;Q2;Noturno;SA;4;terca das 19:00 às 21:00, Lab. S - 302-3, semanal/quinta das 21:00 às 23:00, Lab. S - 311-3, semanal ;0
G;NA2BCM0504-15SB;Natureza da Informação;Q3;Noturno;SB;3;segunda das 19:00 às 21:00, sala A1-S202-SB, quinzenal II/quinta das 21:00 às 23:00, sala A1-S202-SB, semanal ;0
G;NA3BCM0505-15SB;Processamento da Informação;Q1;Noturno;SB;3;terca das 19:00 às 21:00, sala A2-S102-SB, semanal/sexta das 21:00 às 23:00, sala A2-S102-SB, quinzenal I;quinta das 21:00 às 23:00, sala A1-L101-SB, semanal 
