Pop;Iter;Min;Max;Avg
Inf;0;-0.1781114812789021;-0.013574660633484163;-0.08149917955347821
Inf;1;-0.1781114812789021;-0.013574660633484163;-0.07707622694048036
Inf;2;-0.17358659440107405;-0.004524886877828054;-0.06920292377305955
Inf;3;-0.15727711202824324;-0.004524886877828054;-0.05840435582517032
Inf;4;-0.14037094127591865;-0.004524886877828054;-0.049953756650589244
Inf;5;-0.14037094127591865;-0.004524886877828054;-0.04128387449654419
Inf;6;-0.14037094127591865;-0.004524886877828054;-0.036025060911938744
Inf;7;-0.12739296902192832;-0.004524886877828054;-0.02928397394460742
Fea;7;0.5569441532333191;0.5569441532333191;0.5569441532333191
Inf;8;-0.11501168514743175;-0.004524886877828054;-0.0271801501665755
Fea;8;0.5569441532333191;0.5569441532333191;0.5569441532333191
Inf;9;-0.11501168514743175;-0.004524886877828054;-0.02757545621799016
Fea;9;0.5569441532333191;0.5625463941296777;0.5588115668654386
Inf;10;-0.08119934364278256;-0.004524886877828054;-0.023775048480930826
Fea;10;0.5569441532333191;0.5625463941296777;0.5603054977711343
Inf;11;-0.06429317289045797;-0.004524886877828054;-0.021362935706827093
Fea;11;0.5432953084096515;0.5625463941296777;0.5547196447270509
Inf;12;-0.06429317289045797;-0.004524886877828054;-0.02596340311272437
Fea;12;0.5432953084096515;0.5625463941296777;0.5547196447270509
Inf;13;-0.06429317289045797;-0.004524886877828054;-0.02466809208890656
Fea;13;0.5432953084096515;0.5625463941296777;0.5547196447270509
Inf;14;-0.06429317289045797;-0.004524886877828054;-0.02199144746656057
Fea;14;0.5432953084096515;0.5625463941296777;0.5547196447270509
Inf;15;-0.06429317289045797;-0.004524886877828054;-0.025698871264482115
Fea;15;0.5363197608738798;0.5625463941296777;0.5527482285999255
Inf;16;-0.07214956988712645;-0.004524886877828054;-0.027522748744468188
Fea;16;0.5363197608738798;0.5625463941296777;0.5500055717401158
Inf;17;-0.07214956988712645;-0.004524886877828054;-0.033451842275371686
Fea;17;0.5363197608738798;0.5625463941296777;0.5500055717401158
Inf;18;-0.08572423052061061;-0.004524886877828054;-0.04077668937397443
Fea;18;0.5363197608738798;0.5625463941296777;0.5500055717401158
Inf;19;-0.09358062751727911;-0.004524886877828054;-0.03644025657600319
Fea;19;0.5363197608738798;0.5625463941296777;0.5500055717401158
Inf;20;-0.09750882601561334;-0.004524886877828054;-0.0461966088210432
Fea;20;0.5363197608738798;0.5625463941296777;0.5500055717401158
Inf;21;-0.10263040127293523;-0.004524886877828054;-0.055872408134851594
Fea;21;0.5363197608738798;0.5625463941296777;0.5500055717401158
Inf;22;-0.10263040127293523;-0.009049773755656108;-0.04673462284322012
Fea;22;0.5363197608738798;0.5625463941296777;0.5500055717401158
